grade,time,drug,year,attitude,estimate,LBYear1,LBYear2
12th Grade,Binge,Alcohol,1976,Risk,36.995802529,2019,
12th Grade,Binge,Alcohol,1977,Risk,34.657977831,2019,
12th Grade,Binge,Alcohol,1978,Risk,34.54737638,2019,
12th Grade,Binge,Alcohol,1979,Risk,34.94679207,2019,
12th Grade,Binge,Alcohol,1980,Risk,35.920964844,2019,
12th Grade,Binge,Alcohol,1981,Risk,36.275137092,2019,
12th Grade,Binge,Alcohol,1982,Risk,35.967261483,2019,
12th Grade,Binge,Alcohol,1983,Risk,38.644689314,2019,
12th Grade,Binge,Alcohol,1984,Risk,41.659894579,2019,
12th Grade,Binge,Alcohol,1985,Risk,43.028616605,2019,
12th Grade,Binge,Alcohol,1986,Risk,39.073947822,2019,
12th Grade,Binge,Alcohol,1987,Risk,41.872253459,2019,
12th Grade,Binge,Alcohol,1988,Risk,42.629725411,2019,
12th Grade,Binge,Alcohol,1989,Risk,44.049389456,2019,
12th Grade,Binge,Alcohol,1990,Risk,47.136817396,2019,
12th Grade,Binge,Alcohol,1991,Risk,48.620909807,2019,
12th Grade,Binge,Alcohol,1992,Risk,49.013366645,2019,
12th Grade,Binge,Alcohol,1993,Risk,48.333914978,2019,
12th Grade,Binge,Alcohol,1994,Risk,46.531736072,2019,
12th Grade,Binge,Alcohol,1995,Risk,45.201068999,2019,
12th Grade,Binge,Alcohol,1996,Risk,49.512667481,2019,
12th Grade,Binge,Alcohol,1997,Risk,42.957207758,2019,
12th Grade,Binge,Alcohol,1998,Risk,42.751636283,2019,
12th Grade,Binge,Alcohol,1999,Risk,43.078067639,2019,
12th Grade,Binge,Alcohol,2000,Risk,42.723390709,2019,
12th Grade,Binge,Alcohol,2001,Risk,43.55341448,2019,
12th Grade,Binge,Alcohol,2002,Risk,42.176886021,2019,
12th Grade,Binge,Alcohol,2003,Risk,43.470917308,2019,
12th Grade,Binge,Alcohol,2004,Risk,43.556323542,2019,
12th Grade,Binge,Alcohol,2005,Risk,44.986116839,2019,
12th Grade,Binge,Alcohol,2006,Risk,47.596426988,2019,
12th Grade,Binge,Alcohol,2007,Risk,45.77544166,2019,
12th Grade,Binge,Alcohol,2008,Risk,46.325546292,2019,
12th Grade,Binge,Alcohol,2009,Risk,47.978507416,2019,
12th Grade,Binge,Alcohol,2010,Risk,46.347778044,2019,
12th Grade,Binge,Alcohol,2011,Risk,47.617145214,2019,
12th Grade,Binge,Alcohol,2012,Risk,48.839995476,2019,
12th Grade,Binge,Alcohol,2013,Risk,45.79070183,2019,
12th Grade,Binge,Alcohol,2014,Risk,45.41242128,2019,
12th Grade,Binge,Alcohol,2015,Risk,46.924205954,2019,
12th Grade,Binge,Alcohol,2016,Risk,48.35510691,2019,
12th Grade,Binge,Alcohol,2017,Risk,45.682334786,2019,
12th Grade,Binge,Alcohol,2018,Risk,44.749843598,2019,
12th Grade,Binge,Alcohol,2019,Risk,46.408498072,2019,
12th Grade,Binge,Alcohol,2021,Risk,34.442530381,2019,
12th Grade,Binge,Alcohol,2022,Risk,34.936240408,2019,
12th Grade,Once or Twice,Amphetamines,1976,Risk,33.374024842,2019,
12th Grade,Once or Twice,Amphetamines,1977,Risk,30.786870361,2019,
12th Grade,Once or Twice,Amphetamines,1978,Risk,29.921797228,2019,
12th Grade,Once or Twice,Amphetamines,1979,Risk,29.670349792,2019,
12th Grade,Once or Twice,Amphetamines,1980,Risk,29.667317076,2019,
12th Grade,Once or Twice,Amphetamines,1981,Risk,26.411243141,2019,
12th Grade,Once or Twice,Amphetamines,1982,Risk,25.283875973,2019,
12th Grade,Once or Twice,Amphetamines,1983,Risk,24.709863261,2019,
12th Grade,Once or Twice,Amphetamines,1984,Risk,25.424478113,2019,
12th Grade,Once or Twice,Amphetamines,1985,Risk,25.182876186,2019,
12th Grade,Once or Twice,Amphetamines,1986,Risk,25.142202387,2019,
12th Grade,Once or Twice,Amphetamines,1987,Risk,29.149098222,2019,
12th Grade,Once or Twice,Amphetamines,1988,Risk,29.567664982,2019,
12th Grade,Once or Twice,Amphetamines,1989,Risk,32.788823451,2019,
12th Grade,Once or Twice,Amphetamines,1990,Risk,32.240514991,2019,
12th Grade,Once or Twice,Amphetamines,1991,Risk,36.263613059,2019,
12th Grade,Once or Twice,Amphetamines,1992,Risk,32.643416379,2019,
12th Grade,Once or Twice,Amphetamines,1993,Risk,31.298416218,2019,
12th Grade,Once or Twice,Amphetamines,1994,Risk,31.369282333,2019,
12th Grade,Once or Twice,Amphetamines,1995,Risk,28.767001673,2019,
12th Grade,Once or Twice,Amphetamines,1996,Risk,30.826373786,2019,
12th Grade,Once or Twice,Amphetamines,1997,Risk,30.959924528,2019,
12th Grade,Once or Twice,Amphetamines,1998,Risk,35.349443245,2019,
12th Grade,Once or Twice,Amphetamines,1999,Risk,32.246253459,2019,
12th Grade,Once or Twice,Amphetamines,2000,Risk,32.621329304,2019,
12th Grade,Once or Twice,Amphetamines,2001,Risk,34.660172851,2019,
12th Grade,Once or Twice,Amphetamines,2002,Risk,34.400665909,2019,
12th Grade,Once or Twice,Amphetamines,2003,Risk,36.768093598,2019,
12th Grade,Once or Twice,Amphetamines,2004,Risk,35.683680712,2019,
12th Grade,Once or Twice,Amphetamines,2005,Risk,37.648786251,2019,
12th Grade,Once or Twice,Amphetamines,2006,Risk,39.470767736,2019,
12th Grade,Once or Twice,Amphetamines,2007,Risk,41.338082033,2019,
12th Grade,Once or Twice,Amphetamines,2008,Risk,39.181823425,2019,
12th Grade,Once or Twice,Amphetamines,2009,Risk,41.903491427,2019,
12th Grade,Once or Twice,Amphetamines,2010,Risk,40.588591877,2019,
12th Grade,Once or Twice,Amphetamines,2011,Risk,34.791771759,2019,
12th Grade,Once or Twice,Amphetamines,2012,Risk,34.307100589,2019,
12th Grade,Once or Twice,Amphetamines,2013,Risk,36.264090957,2019,
12th Grade,Once or Twice,Amphetamines,2014,Risk,34.094479988,2019,
12th Grade,Once or Twice,Amphetamines,2015,Risk,34.001593336,2019,
12th Grade,Once or Twice,Amphetamines,2016,Risk,31.102607379,2019,
12th Grade,Once or Twice,Amphetamines,2017,Risk,31.90977079,2019,
12th Grade,Once or Twice,Amphetamines,2018,Risk,29.173625019,2019,
12th Grade,Once or Twice,Amphetamines,2019,Risk,29.652130393,2019,
12th Grade,Once or Twice,Amphetamines,2021,Risk,38.749539046,2019,
12th Grade,Once or Twice,Amphetamines,2022,Risk,36.693262111,2019,
12th Grade,Regularly,Amphetamines,1976,Risk,67.349252392,2019,
12th Grade,Regularly,Amphetamines,1977,Risk,66.56616197,2019,
12th Grade,Regularly,Amphetamines,1978,Risk,67.155686124,2019,
12th Grade,Regularly,Amphetamines,1979,Risk,69.87349033,2019,
12th Grade,Regularly,Amphetamines,1980,Risk,69.105509705,2019,
12th Grade,Regularly,Amphetamines,1981,Risk,66.062281609,2019,
12th Grade,Regularly,Amphetamines,1982,Risk,64.661865277,2019,
12th Grade,Regularly,Amphetamines,1983,Risk,64.760532096,2019,
12th Grade,Regularly,Amphetamines,1984,Risk,67.082152026,2019,
12th Grade,Regularly,Amphetamines,1985,Risk,67.24116139,2019,
12th Grade,Regularly,Amphetamines,1986,Risk,67.277264472,2019,
12th Grade,Regularly,Amphetamines,1987,Risk,69.360485761,2019,
12th Grade,Regularly,Amphetamines,1988,Risk,69.840145962,2019,
12th Grade,Regularly,Amphetamines,1989,Risk,71.150496444,2019,
12th Grade,Regularly,Amphetamines,1990,Risk,71.156595784,2019,
12th Grade,Regularly,Amphetamines,1991,Risk,74.132767601,2019,
12th Grade,Regularly,Amphetamines,1992,Risk,72.440541641,2019,
12th Grade,Regularly,Amphetamines,1993,Risk,69.889013337,2019,
12th Grade,Regularly,Amphetamines,1994,Risk,67.004380201,2019,
12th Grade,Regularly,Amphetamines,1995,Risk,65.94804443,2019,
12th Grade,Regularly,Amphetamines,1996,Risk,66.832350262,2019,
12th Grade,Regularly,Amphetamines,1997,Risk,66.002536016,2019,
12th Grade,Regularly,Amphetamines,1998,Risk,67.698965979,2019,
12th Grade,Regularly,Amphetamines,1999,Risk,66.441056931,2019,
12th Grade,Regularly,Amphetamines,2000,Risk,66.311139785,2019,
12th Grade,Regularly,Amphetamines,2001,Risk,67.13525839,2019,
12th Grade,Regularly,Amphetamines,2002,Risk,64.772086093,2019,
12th Grade,Regularly,Amphetamines,2003,Risk,65.584439766,2019,
12th Grade,Regularly,Amphetamines,2004,Risk,63.913568125,2019,
12th Grade,Regularly,Amphetamines,2005,Risk,67.062525089,2019,
12th Grade,Regularly,Amphetamines,2006,Risk,68.139973357,2019,
12th Grade,Regularly,Amphetamines,2007,Risk,68.056002388,2019,
12th Grade,Regularly,Amphetamines,2008,Risk,65.444297623,2019,
12th Grade,Regularly,Amphetamines,2009,Risk,69.040854896,2019,
12th Grade,Regularly,Amphetamines,2010,Risk,63.628084954,2019,
12th Grade,Regularly,Amphetamines,2011,Risk,58.6824851,2019,
12th Grade,Regularly,Amphetamines,2012,Risk,60.0343255,2019,
12th Grade,Regularly,Amphetamines,2013,Risk,59.515902369,2019,
12th Grade,Regularly,Amphetamines,2014,Risk,55.078335576,2019,
12th Grade,Regularly,Amphetamines,2015,Risk,54.30154803,2019,
12th Grade,Regularly,Amphetamines,2016,Risk,51.324942413,2019,
12th Grade,Regularly,Amphetamines,2017,Risk,49.975375324,2019,
12th Grade,Regularly,Amphetamines,2018,Risk,51.11669152,2019,
12th Grade,Regularly,Amphetamines,2019,Risk,48.396428738,2019,
12th Grade,Regularly,Amphetamines,2021,Risk,45.919506512,2019,
12th Grade,Regularly,Amphetamines,2022,Risk,51.547511452,2019,
8th Grade,Once or Twice,Bath Salts,2012,Risk,24.879092928,2019,
8th Grade,Once or Twice,Bath Salts,2013,Risk,39.276974396,2019,
8th Grade,Once or Twice,Bath Salts,2014,Risk,36.755987755,2019,
8th Grade,Once or Twice,Bath Salts,2015,Risk,33.945586263,2019,
8th Grade,Once or Twice,Bath Salts,2016,Risk,31.838755799,2019,
8th Grade,Once or Twice,Bath Salts,2017,Risk,31.983583186,2019,
8th Grade,Once or Twice,Bath Salts,2018,Risk,30.127753737,2019,
10th Grade,Once or Twice,Bath Salts,2012,Risk,32.290826938,2019,
10th Grade,Once or Twice,Bath Salts,2013,Risk,50.097747131,2019,
10th Grade,Once or Twice,Bath Salts,2014,Risk,49.604575257,2019,
10th Grade,Once or Twice,Bath Salts,2015,Risk,49.111182585,2019,
10th Grade,Once or Twice,Bath Salts,2016,Risk,42.721214893,2019,
10th Grade,Once or Twice,Bath Salts,2017,Risk,42.485067211,2019,
10th Grade,Once or Twice,Bath Salts,2018,Risk,41.089555549,2019,
12th Grade,Once or Twice,Bath Salts,2012,Risk,33.167072682,2019,
12th Grade,Once or Twice,Bath Salts,2013,Risk,59.543268605,2019,
12th Grade,Once or Twice,Bath Salts,2014,Risk,59.161214845,2019,
12th Grade,Once or Twice,Bath Salts,2015,Risk,57.525533408,2019,
12th Grade,Once or Twice,Bath Salts,2016,Risk,54.904427129,2019,
12th Grade,Once or Twice,Bath Salts,2017,Risk,51.310163178,2019,
12th Grade,Once or Twice,Bath Salts,2018,Risk,50.661459128,2019,
8th Grade,Occasionally,Bath Salts,2012,Risk,38.751701248,2019,
8th Grade,Occasionally,Bath Salts,2013,Risk,51.914590928,2019,
8th Grade,Occasionally,Bath Salts,2014,Risk,49.142927085,2019,
8th Grade,Occasionally,Bath Salts,2015,Risk,45.516215975,2019,
8th Grade,Occasionally,Bath Salts,2016,Risk,42.513362669,2019,
8th Grade,Occasionally,Bath Salts,2017,Risk,43.135810994,2019,
8th Grade,Occasionally,Bath Salts,2018,Risk,41.176566461,2019,
10th Grade,Occasionally,Bath Salts,2012,Risk,44.926675871,2019,
10th Grade,Occasionally,Bath Salts,2013,Risk,61.781418443,2019,
10th Grade,Occasionally,Bath Salts,2014,Risk,61.126741774,2019,
10th Grade,Occasionally,Bath Salts,2015,Risk,60.368976265,2019,
10th Grade,Occasionally,Bath Salts,2016,Risk,53.04025603,2019,
10th Grade,Occasionally,Bath Salts,2017,Risk,51.521275615,2019,
10th Grade,Occasionally,Bath Salts,2018,Risk,51.386040592,2019,
12th Grade,Occasionally,Bath Salts,2012,Risk,44.988905669,2019,
12th Grade,Occasionally,Bath Salts,2013,Risk,69.896558424,2019,
12th Grade,Occasionally,Bath Salts,2014,Risk,68.846879107,2019,
12th Grade,Occasionally,Bath Salts,2015,Risk,67.444430632,2019,
12th Grade,Occasionally,Bath Salts,2016,Risk,64.171003334,2019,
12th Grade,Occasionally,Bath Salts,2017,Risk,61.517193055,2019,
12th Grade,Occasionally,Bath Salts,2018,Risk,60.665980602,2019,
8th Grade,One or More Packs,Cigarettes,1991,Risk,51.61458291,2019,
8th Grade,One or More Packs,Cigarettes,1992,Risk,50.793016475,2019,
8th Grade,One or More Packs,Cigarettes,1993,Risk,52.706403104,2019,
8th Grade,One or More Packs,Cigarettes,1994,Risk,50.778727317,2019,
8th Grade,One or More Packs,Cigarettes,1995,Risk,49.837116658,2019,
8th Grade,One or More Packs,Cigarettes,1996,Risk,50.375640315,2019,
8th Grade,One or More Packs,Cigarettes,1997,Risk,52.551473326,2019,
8th Grade,One or More Packs,Cigarettes,1998,Risk,54.294387742,2019,
8th Grade,One or More Packs,Cigarettes,1999,Risk,54.78106306,2019,
8th Grade,One or More Packs,Cigarettes,2000,Risk,58.806589785,2019,
8th Grade,One or More Packs,Cigarettes,2001,Risk,57.132753747,2019,
8th Grade,One or More Packs,Cigarettes,2002,Risk,57.496599167,2019,
8th Grade,One or More Packs,Cigarettes,2003,Risk,57.70641614,2019,
8th Grade,One or More Packs,Cigarettes,2004,Risk,62.360966509,2019,
8th Grade,One or More Packs,Cigarettes,2005,Risk,61.491025014,2019,
8th Grade,One or More Packs,Cigarettes,2006,Risk,59.423019646,2019,
8th Grade,One or More Packs,Cigarettes,2007,Risk,61.115394402,2019,
8th Grade,One or More Packs,Cigarettes,2008,Risk,59.810403353,2019,
8th Grade,One or More Packs,Cigarettes,2009,Risk,59.147491529,2019,
8th Grade,One or More Packs,Cigarettes,2010,Risk,60.895449997,2019,
8th Grade,One or More Packs,Cigarettes,2011,Risk,62.497599067,2019,
8th Grade,One or More Packs,Cigarettes,2012,Risk,62.602687717,2019,
8th Grade,One or More Packs,Cigarettes,2013,Risk,62.401760852,2019,
8th Grade,One or More Packs,Cigarettes,2014,Risk,62.064625349,2019,
8th Grade,One or More Packs,Cigarettes,2015,Risk,62.95087075,2019,
8th Grade,One or More Packs,Cigarettes,2016,Risk,61.235567475,2019,
8th Grade,One or More Packs,Cigarettes,2017,Risk,62.090554786,2019,
8th Grade,One or More Packs,Cigarettes,2018,Risk,61.333589372,2019,
8th Grade,One or More Packs,Cigarettes,2019,Risk,63.271185002,2019,
8th Grade,One or More Packs,Cigarettes,2021,Risk,63.951977645,2019,
8th Grade,One or More Packs,Cigarettes,2022,Risk,61.909518378,2019,
10th Grade,One or More Packs,Cigarettes,1991,Risk,60.331363557,2019,
10th Grade,One or More Packs,Cigarettes,1992,Risk,59.257829969,2019,
10th Grade,One or More Packs,Cigarettes,1993,Risk,60.702131521,2019,
10th Grade,One or More Packs,Cigarettes,1994,Risk,58.956488316,2019,
10th Grade,One or More Packs,Cigarettes,1995,Risk,56.95834868,2019,
10th Grade,One or More Packs,Cigarettes,1996,Risk,57.90972031,2019,
10th Grade,One or More Packs,Cigarettes,1997,Risk,59.914768545,2019,
10th Grade,One or More Packs,Cigarettes,1998,Risk,61.928678626,2019,
10th Grade,One or More Packs,Cigarettes,1999,Risk,62.678320128,2019,
10th Grade,One or More Packs,Cigarettes,2000,Risk,65.927293474,2019,
10th Grade,One or More Packs,Cigarettes,2001,Risk,64.727010646,2019,
10th Grade,One or More Packs,Cigarettes,2002,Risk,64.314971803,2019,
10th Grade,One or More Packs,Cigarettes,2003,Risk,65.65252003,2019,
10th Grade,One or More Packs,Cigarettes,2004,Risk,68.427195308,2019,
10th Grade,One or More Packs,Cigarettes,2005,Risk,68.063009753,2019,
10th Grade,One or More Packs,Cigarettes,2006,Risk,67.748702187,2019,
10th Grade,One or More Packs,Cigarettes,2007,Risk,68.169480637,2019,
10th Grade,One or More Packs,Cigarettes,2008,Risk,69.079369434,2019,
10th Grade,One or More Packs,Cigarettes,2009,Risk,67.332464509,2019,
10th Grade,One or More Packs,Cigarettes,2010,Risk,67.193644656,2019,
10th Grade,One or More Packs,Cigarettes,2011,Risk,69.831865093,2019,
10th Grade,One or More Packs,Cigarettes,2012,Risk,71.55151541,2019,
10th Grade,One or More Packs,Cigarettes,2013,Risk,70.75586433,2019,
10th Grade,One or More Packs,Cigarettes,2014,Risk,72.03210478,2019,
10th Grade,One or More Packs,Cigarettes,2015,Risk,72.893566558,2019,
10th Grade,One or More Packs,Cigarettes,2016,Risk,71.478203515,2019,
10th Grade,One or More Packs,Cigarettes,2017,Risk,69.810789286,2019,
10th Grade,One or More Packs,Cigarettes,2018,Risk,69.568720965,2019,
10th Grade,One or More Packs,Cigarettes,2019,Risk,73.207233976,2019,
10th Grade,One or More Packs,Cigarettes,2021,Risk,72.700825301,2019,
10th Grade,One or More Packs,Cigarettes,2022,Risk,71.008534719,2019,
12th Grade,One or More Packs,Cigarettes,1976,Risk,56.387780849,2019,
12th Grade,One or More Packs,Cigarettes,1977,Risk,58.419997244,2019,
12th Grade,One or More Packs,Cigarettes,1978,Risk,59.008597719,2019,
12th Grade,One or More Packs,Cigarettes,1979,Risk,63.008264791,2019,
12th Grade,One or More Packs,Cigarettes,1980,Risk,63.677313389,2019,
12th Grade,One or More Packs,Cigarettes,1981,Risk,63.261866751,2019,
12th Grade,One or More Packs,Cigarettes,1982,Risk,60.459879202,2019,
12th Grade,One or More Packs,Cigarettes,1983,Risk,61.201202085,2019,
12th Grade,One or More Packs,Cigarettes,1984,Risk,63.764281682,2019,
12th Grade,One or More Packs,Cigarettes,1985,Risk,66.494317976,2019,
12th Grade,One or More Packs,Cigarettes,1986,Risk,66.006003308,2019,
12th Grade,One or More Packs,Cigarettes,1987,Risk,68.576372714,2019,
12th Grade,One or More Packs,Cigarettes,1988,Risk,68.009452159,2019,
12th Grade,One or More Packs,Cigarettes,1989,Risk,67.238870046,2019,
12th Grade,One or More Packs,Cigarettes,1990,Risk,68.182822961,2019,
12th Grade,One or More Packs,Cigarettes,1991,Risk,69.433059839,2019,
12th Grade,One or More Packs,Cigarettes,1992,Risk,69.201526673,2019,
12th Grade,One or More Packs,Cigarettes,1993,Risk,69.501474904,2019,
12th Grade,One or More Packs,Cigarettes,1994,Risk,67.630102722,2019,
12th Grade,One or More Packs,Cigarettes,1995,Risk,65.56186014,2019,
12th Grade,One or More Packs,Cigarettes,1996,Risk,68.15532657,2019,
12th Grade,One or More Packs,Cigarettes,1997,Risk,68.745807703,2019,
12th Grade,One or More Packs,Cigarettes,1998,Risk,70.798625374,2019,
12th Grade,One or More Packs,Cigarettes,1999,Risk,70.779354472,2019,
12th Grade,One or More Packs,Cigarettes,2000,Risk,73.100474131,2019,
12th Grade,One or More Packs,Cigarettes,2001,Risk,73.293063847,2019,
12th Grade,One or More Packs,Cigarettes,2002,Risk,74.243897638,2019,
12th Grade,One or More Packs,Cigarettes,2003,Risk,72.099502188,2019,
12th Grade,One or More Packs,Cigarettes,2004,Risk,73.994245427,2019,
12th Grade,One or More Packs,Cigarettes,2005,Risk,76.477314721,2019,
12th Grade,One or More Packs,Cigarettes,2006,Risk,77.567428717,2019,
12th Grade,One or More Packs,Cigarettes,2007,Risk,77.264997772,2019,
12th Grade,One or More Packs,Cigarettes,2008,Risk,73.969039137,2019,
12th Grade,One or More Packs,Cigarettes,2009,Risk,74.926869501,2019,
12th Grade,One or More Packs,Cigarettes,2010,Risk,74.969843343,2019,
12th Grade,One or More Packs,Cigarettes,2011,Risk,77.673205083,2019,
12th Grade,One or More Packs,Cigarettes,2012,Risk,78.166966757,2019,
12th Grade,One or More Packs,Cigarettes,2013,Risk,78.188913701,2019,
12th Grade,One or More Packs,Cigarettes,2014,Risk,78.009850177,2019,
12th Grade,One or More Packs,Cigarettes,2015,Risk,75.944944151,2019,
12th Grade,One or More Packs,Cigarettes,2016,Risk,76.527017173,2019,
12th Grade,One or More Packs,Cigarettes,2017,Risk,74.927672305,2019,
12th Grade,One or More Packs,Cigarettes,2018,Risk,73.853489585,2019,
12th Grade,One or More Packs,Cigarettes,2019,Risk,75.649570401,2019,
12th Grade,One or More Packs,Cigarettes,2021,Risk,65.968688322,2019,
12th Grade,One or More Packs,Cigarettes,2022,Risk,71.586765716,2019,
8th Grade,One to Five a Day,Cigarettes,1999,Risk,26.914695843,2019,
8th Grade,One to Five a Day,Cigarettes,2000,Risk,28.863690145,2019,
8th Grade,One to Five a Day,Cigarettes,2001,Risk,30.523460491,2019,
8th Grade,One to Five a Day,Cigarettes,2002,Risk,32.826448215,2019,
8th Grade,One to Five a Day,Cigarettes,2003,Risk,33.436927515,2019,
8th Grade,One to Five a Day,Cigarettes,2004,Risk,36.991495631,2019,
8th Grade,One to Five a Day,Cigarettes,2005,Risk,37.491392328,2019,
8th Grade,One to Five a Day,Cigarettes,2006,Risk,37.022557688,2019,
8th Grade,One to Five a Day,Cigarettes,2007,Risk,38.615971666,2019,
8th Grade,One to Five a Day,Cigarettes,2008,Risk,38.632108931,2019,
8th Grade,One to Five a Day,Cigarettes,2009,Risk,38.617765947,2019,
8th Grade,One to Five a Day,Cigarettes,2010,Risk,38.209633015,2019,
8th Grade,One to Five a Day,Cigarettes,2011,Risk,37.386450101,2019,
8th Grade,One to Five a Day,Cigarettes,2012,Risk,40.378593158,2019,
8th Grade,One to Five a Day,Cigarettes,2013,Risk,42.791728398,2019,
8th Grade,One to Five a Day,Cigarettes,2014,Risk,41.934537199,2019,
8th Grade,One to Five a Day,Cigarettes,2015,Risk,41.691522409,2019,
8th Grade,One to Five a Day,Cigarettes,2016,Risk,43.186214604,2019,
8th Grade,One to Five a Day,Cigarettes,2017,Risk,41.916768817,2019,
8th Grade,One to Five a Day,Cigarettes,2018,Risk,40.821207507,2019,
8th Grade,One to Five a Day,Cigarettes,2019,Risk,39.789508645,2019,
8th Grade,One to Five a Day,Cigarettes,2021,Risk,39.547352641,2019,
8th Grade,One to Five a Day,Cigarettes,2022,Risk,35.450073814,2019,
10th Grade,One to Five a Day,Cigarettes,1999,Risk,28.420426027,2019,
10th Grade,One to Five a Day,Cigarettes,2000,Risk,30.234583955,2019,
10th Grade,One to Five a Day,Cigarettes,2001,Risk,32.390493676,2019,
