drug1,estimate,time,drug,raceEthnicity,sex,age,year
CIGS 30-DAY,26.27,30 Day,Cigarettes,,MEN,Ages 19-30,2011
CIGS 30-DAY,24,30 Day,Cigarettes,,MEN,Ages 19-30,2012
CIGS 30-DAY,23.94,30 Day,Cigarettes,,MEN,Ages 19-30,2013
CIGS 30-DAY,21.25,30 Day,Cigarettes,,MEN,Ages 19-30,2014
CIGS 30-DAY,21.1,30 Day,Cigarettes,,MEN,Ages 19-30,2015
CIGS 30-DAY,17.9,30 Day,Cigarettes,,MEN,Ages 19-30,2016
CIGS 30-DAY,18.99,30 Day,Cigarettes,,MEN,Ages 19-30,2017
CIGS 30-DAY,15.4,30 Day,Cigarettes,,MEN,Ages 19-30,2018
CIGS 30-DAY,16.1,30 Day,Cigarettes,,MEN,Ages 19-30,2019
CIGS 30-DAY,11.7,30 Day,Cigarettes,,MEN,Ages 19-30,2020
CIGS 30-DAY,14.2,30 Day,Cigarettes,,MEN,Ages 19-30,2021
CIGS 30-DAY,10.5,30 Day,Cigarettes,,MEN,Ages 19-30,2022
CIGS 30-DAY,11.4,30 Day,Cigarettes,,MEN,Ages 19-30,2023
CIGS 30-DAY,30.11,30 Day,Cigarettes,WHITE,,Ages 19-30,1988
CIGS 30-DAY,30.18,30 Day,Cigarettes,WHITE,,Ages 19-30,1989
CIGS 30-DAY,29.75,30 Day,Cigarettes,WHITE,,Ages 19-30,1990
CIGS 30-DAY,29.48,30 Day,Cigarettes,WHITE,,Ages 19-30,1991
CIGS 30-DAY,29.75,30 Day,Cigarettes,WHITE,,Ages 19-30,1992
CIGS 30-DAY,29.69,30 Day,Cigarettes,WHITE,,Ages 19-30,1993
CIGS 30-DAY,30.27,30 Day,Cigarettes,WHITE,,Ages 19-30,1994
CIGS 30-DAY,31.59,30 Day,Cigarettes,WHITE,,Ages 19-30,1995
CIGS 30-DAY,32.42,30 Day,Cigarettes,WHITE,,Ages 19-30,1996
CIGS 30-DAY,32.2,30 Day,Cigarettes,WHITE,,Ages 19-30,1997
CIGS 30-DAY,33.01,30 Day,Cigarettes,WHITE,,Ages 19-30,1998
CIGS 30-DAY,32.19,30 Day,Cigarettes,WHITE,,Ages 19-30,1999
CIGS 30-DAY,32.38,30 Day,Cigarettes,WHITE,,Ages 19-30,2000
CIGS 30-DAY,31.41,30 Day,Cigarettes,WHITE,,Ages 19-30,2001
CIGS 30-DAY,32.07,30 Day,Cigarettes,WHITE,,Ages 19-30,2002
CIGS 30-DAY,30.84,30 Day,Cigarettes,WHITE,,Ages 19-30,2003
CIGS 30-DAY,31.8,30 Day,Cigarettes,WHITE,,Ages 19-30,2004
CIGS 30-DAY,30.87,30 Day,Cigarettes,WHITE,,Ages 19-30,2005
CIGS 30-DAY,30.33,30 Day,Cigarettes,WHITE,,Ages 19-30,2006
CIGS 30-DAY,29.4,30 Day,Cigarettes,WHITE,,Ages 19-30,2007
CIGS 30-DAY,27.86,30 Day,Cigarettes,WHITE,,Ages 19-30,2008
CIGS 30-DAY,27.07,30 Day,Cigarettes,WHITE,,Ages 19-30,2009
CIGS 30-DAY,26.38,30 Day,Cigarettes,WHITE,,Ages 19-30,2010
CIGS 30-DAY,24.47,30 Day,Cigarettes,WHITE,,Ages 19-30,2011
CIGS 30-DAY,22.66,30 Day,Cigarettes,WHITE,,Ages 19-30,2012
CIGS 30-DAY,22.74,30 Day,Cigarettes,WHITE,,Ages 19-30,2013
CIGS 30-DAY,20.35,30 Day,Cigarettes,WHITE,,Ages 19-30,2014
CIGS 30-DAY,19.81,30 Day,Cigarettes,WHITE,,Ages 19-30,2015
CIGS 30-DAY,16.5,30 Day,Cigarettes,WHITE,,Ages 19-30,2016
CIGS 30-DAY,17.89,30 Day,Cigarettes,WHITE,,Ages 19-30,2017
CIGS 30-DAY,15,30 Day,Cigarettes,WHITE,,Ages 19-30,2018
CIGS 30-DAY,14.9,30 Day,Cigarettes,WHITE,,Ages 19-30,2019
CIGS 30-DAY,11.4,30 Day,Cigarettes,WHITE,,Ages 19-30,2020
CIGS 30-DAY,13.8,30 Day,Cigarettes,WHITE,,Ages 19-30,2021
CIGS 30-DAY,9.7,30 Day,Cigarettes,WHITE,,Ages 19-30,2022
CIGS 30-DAY,9.3,30 Day,Cigarettes,WHITE,,Ages 19-30,2023
CIGS 30-DAY,29.85,30 Day,Cigarettes,,WOMEN,Ages 19-30,1988
CIGS 30-DAY,29.26,30 Day,Cigarettes,,WOMEN,Ages 19-30,1989
CIGS 30-DAY,28.61,30 Day,Cigarettes,,WOMEN,Ages 19-30,1990
CIGS 30-DAY,27.42,30 Day,Cigarettes,,WOMEN,Ages 19-30,1991
CIGS 30-DAY,27.68,30 Day,Cigarettes,,WOMEN,Ages 19-30,1992
CIGS 30-DAY,27.13,30 Day,Cigarettes,,WOMEN,Ages 19-30,1993
CIGS 30-DAY,26.55,30 Day,Cigarettes,,WOMEN,Ages 19-30,1994
CIGS 30-DAY,27.24,30 Day,Cigarettes,,WOMEN,Ages 19-30,1995
CIGS 30-DAY,28.49,30 Day,Cigarettes,,WOMEN,Ages 19-30,1996
CIGS 30-DAY,27.78,30 Day,Cigarettes,,WOMEN,Ages 19-30,1997
CIGS 30-DAY,28.53,30 Day,Cigarettes,,WOMEN,Ages 19-30,1998
CIGS 30-DAY,26.87,30 Day,Cigarettes,,WOMEN,Ages 19-30,1999
CIGS 30-DAY,27.05,30 Day,Cigarettes,,WOMEN,Ages 19-30,2000
CIGS 30-DAY,26.14,30 Day,Cigarettes,,WOMEN,Ages 19-30,2001
CIGS 30-DAY,26.99,30 Day,Cigarettes,,WOMEN,Ages 19-30,2002
CIGS 30-DAY,25.39,30 Day,Cigarettes,,WOMEN,Ages 19-30,2003
CIGS 30-DAY,25.35,30 Day,Cigarettes,,WOMEN,Ages 19-30,2004
CIGS 30-DAY,26.21,30 Day,Cigarettes,,WOMEN,Ages 19-30,2005
CIGS 30-DAY,25.23,30 Day,Cigarettes,,WOMEN,Ages 19-30,2006
CIGS 30-DAY,24.21,30 Day,Cigarettes,,WOMEN,Ages 19-30,2007
CIGS 30-DAY,22.11,30 Day,Cigarettes,,WOMEN,Ages 19-30,2008
CIGS 30-DAY,21.41,30 Day,Cigarettes,,WOMEN,Ages 19-30,2009
CIGS 30-DAY,19.52,30 Day,Cigarettes,,WOMEN,Ages 19-30,2010
CIGS 30-DAY,19,30 Day,Cigarettes,,WOMEN,Ages 19-30,2011
CIGS 30-DAY,17.19,30 Day,Cigarettes,,WOMEN,Ages 19-30,2012
CIGS 30-DAY,17.69,30 Day,Cigarettes,,WOMEN,Ages 19-30,2013
CIGS 30-DAY,15.45,30 Day,Cigarettes,,WOMEN,Ages 19-30,2014
CIGS 30-DAY,14.22,30 Day,Cigarettes,,WOMEN,Ages 19-30,2015
CIGS 30-DAY,12.7,30 Day,Cigarettes,,WOMEN,Ages 19-30,2016
CIGS 30-DAY,11.83,30 Day,Cigarettes,,WOMEN,Ages 19-30,2017
CIGS 30-DAY,12.3,30 Day,Cigarettes,,WOMEN,Ages 19-30,2018
CIGS 30-DAY,10.2,30 Day,Cigarettes,,WOMEN,Ages 19-30,2019
CIGS 30-DAY,9.1,30 Day,Cigarettes,,WOMEN,Ages 19-30,2020
CIGS 30-DAY,8.3,30 Day,Cigarettes,,WOMEN,Ages 19-30,2021
CIGS 30-DAY,6.7,30 Day,Cigarettes,,WOMEN,Ages 19-30,2022
CIGS 30-DAY,6.4,30 Day,Cigarettes,,WOMEN,Ages 19-30,2023
CIGS 30-DAY,20.53,30 Day,Cigarettes,BLACK,,Ages 35-50,2008
CIGS 30-DAY,16.92,30 Day,Cigarettes,BLACK,,Ages 35-50,2009
CIGS 30-DAY,20.2,30 Day,Cigarettes,BLACK,,Ages 35-50,2010
CIGS 30-DAY,15.11,30 Day,Cigarettes,BLACK,,Ages 35-50,2011
CIGS 30-DAY,10.42,30 Day,Cigarettes,BLACK,,Ages 35-50,2012
CIGS 30-DAY,16.68,30 Day,Cigarettes,BLACK,,Ages 35-50,2013
CIGS 30-DAY,14.76,30 Day,Cigarettes,BLACK,,Ages 35-50,2014
CIGS 30-DAY,13.15,30 Day,Cigarettes,BLACK,,Ages 35-50,2015
CIGS 30-DAY,13.8,30 Day,Cigarettes,BLACK,,Ages 35-50,2016
CIGS 30-DAY,8.32,30 Day,Cigarettes,BLACK,,Ages 35-50,2017
CIGS 30-DAY,10.3,30 Day,Cigarettes,BLACK,,Ages 35-50,2018
CIGS 30-DAY,10.2,30 Day,Cigarettes,BLACK,,Ages 35-50,2019
CIGS 30-DAY,8.5,30 Day,Cigarettes,BLACK,,Ages 35-50,2020
CIGS 30-DAY,4.9,30 Day,Cigarettes,BLACK,,Ages 35-50,2021
CIGS 30-DAY,8.5,30 Day,Cigarettes,BLACK,,Ages 35-50,2022
CIGS 30-DAY,7.6,30 Day,Cigarettes,BLACK,,Ages 35-50,2023
CIGS 30-DAY,20.08,30 Day,Cigarettes,HISPANIC,,Ages 35-50,2008
CIGS 30-DAY,10.61,30 Day,Cigarettes,HISPANIC,,Ages 35-50,2009
CIGS 30-DAY,12.04,30 Day,Cigarettes,HISPANIC,,Ages 35-50,2010
CIGS 30-DAY,13.87,30 Day,Cigarettes,HISPANIC,,Ages 35-50,2011
CIGS 30-DAY,11.56,30 Day,Cigarettes,HISPANIC,,Ages 35-50,2012
CIGS 30-DAY,15.11,30 Day,Cigarettes,HISPANIC,,Ages 35-50,2013
CIGS 30-DAY,8.48,30 Day,Cigarettes,HISPANIC,,Ages 35-50,2014
CIGS 30-DAY,7.88,30 Day,Cigarettes,HISPANIC,,Ages 35-50,2015
CIGS 30-DAY,9,30 Day,Cigarettes,HISPANIC,,Ages 35-50,2016
CIGS 30-DAY,11.14,30 Day,Cigarettes,HISPANIC,,Ages 35-50,2017
CIGS 30-DAY,6.6,30 Day,Cigarettes,HISPANIC,,Ages 35-50,2018
CIGS 30-DAY,10.1,30 Day,Cigarettes,HISPANIC,,Ages 35-50,2019
CIGS 30-DAY,7.3,30 Day,Cigarettes,HISPANIC,,Ages 35-50,2020
CIGS 30-DAY,5.5,30 Day,Cigarettes,HISPANIC,,Ages 35-50,2021
CIGS 30-DAY,9.1,30 Day,Cigarettes,HISPANIC,,Ages 35-50,2022
CIGS 30-DAY,7.4,30 Day,Cigarettes,HISPANIC,,Ages 35-50,2023
CIGS 30-DAY,22.09,30 Day,Cigarettes,,MEN,Ages 35-50,2008
CIGS 30-DAY,17.8,30 Day,Cigarettes,,MEN,Ages 35-50,2009
CIGS 30-DAY,20.08,30 Day,Cigarettes,,MEN,Ages 35-50,2010
CIGS 30-DAY,16.99,30 Day,Cigarettes,,MEN,Ages 35-50,2011
CIGS 30-DAY,16.2,30 Day,Cigarettes,,MEN,Ages 35-50,2012
CIGS 30-DAY,19.25,30 Day,Cigarettes,,MEN,Ages 35-50,2013
CIGS 30-DAY,16.7,30 Day,Cigarettes,,MEN,Ages 35-50,2014
CIGS 30-DAY,15.94,30 Day,Cigarettes,,MEN,Ages 35-50,2015
CIGS 30-DAY,14.3,30 Day,Cigarettes,,MEN,Ages 35-50,2016
CIGS 30-DAY,14.51,30 Day,Cigarettes,,MEN,Ages 35-50,2017
CIGS 30-DAY,13.7,30 Day,Cigarettes,,MEN,Ages 35-50,2018
CIGS 30-DAY,12.8,30 Day,Cigarettes,,MEN,Ages 35-50,2019
CIGS 30-DAY,13.3,30 Day,Cigarettes,,MEN,Ages 35-50,2020
CIGS 30-DAY,11.1,30 Day,Cigarettes,,MEN,Ages 35-50,2021
CIGS 30-DAY,14.3,30 Day,Cigarettes,,MEN,Ages 35-50,2022
CIGS 30-DAY,10.2,30 Day,Cigarettes,,MEN,Ages 35-50,2023
CIGS 30-DAY,19.42,30 Day,Cigarettes,WHITE,,Ages 35-50,2008
CIGS 30-DAY,18.08,30 Day,Cigarettes,WHITE,,Ages 35-50,2009
CIGS 30-DAY,19.69,30 Day,Cigarettes,WHITE,,Ages 35-50,2010
CIGS 30-DAY,17.63,30 Day,Cigarettes,WHITE,,Ages 35-50,2011
CIGS 30-DAY,17.03,30 Day,Cigarettes,WHITE,,Ages 35-50,2012
CIGS 30-DAY,16.91,30 Day,Cigarettes,WHITE,,Ages 35-50,2013
CIGS 30-DAY,17.44,30 Day,Cigarettes,WHITE,,Ages 35-50,2014
CIGS 30-DAY,16.65,30 Day,Cigarettes,WHITE,,Ages 35-50,2015
CIGS 30-DAY,15.5,30 Day,Cigarettes,WHITE,,Ages 35-50,2016
CIGS 30-DAY,14.88,30 Day,Cigarettes,WHITE,,Ages 35-50,2017
CIGS 30-DAY,14.1,30 Day,Cigarettes,WHITE,,Ages 35-50,2018
CIGS 30-DAY,12.7,30 Day,Cigarettes,WHITE,,Ages 35-50,2019
CIGS 30-DAY,13.9,30 Day,Cigarettes,WHITE,,Ages 35-50,2020
CIGS 30-DAY,12.7,30 Day,Cigarettes,WHITE,,Ages 35-50,2021
CIGS 30-DAY,13.1,30 Day,Cigarettes,WHITE,,Ages 35-50,2022
CIGS 30-DAY,11.3,30 Day,Cigarettes,WHITE,,Ages 35-50,2023
CIGS 30-DAY,18.34,30 Day,Cigarettes,,WOMEN,Ages 35-50,2008
CIGS 30-DAY,17.54,30 Day,Cigarettes,,WOMEN,Ages 35-50,2009
CIGS 30-DAY,18.67,30 Day,Cigarettes,,WOMEN,Ages 35-50,2010
CIGS 30-DAY,18.22,30 Day,Cigarettes,,WOMEN,Ages 35-50,2011
CIGS 30-DAY,15.85,30 Day,Cigarettes,,WOMEN,Ages 35-50,2012
CIGS 30-DAY,14.63,30 Day,Cigarettes,,WOMEN,Ages 35-50,2013
CIGS 30-DAY,16.02,30 Day,Cigarettes,,WOMEN,Ages 35-50,2014
CIGS 30-DAY,14.74,30 Day,Cigarettes,,WOMEN,Ages 35-50,2015
CIGS 30-DAY,15.4,30 Day,Cigarettes,,WOMEN,Ages 35-50,2016
CIGS 30-DAY,12.55,30 Day,Cigarettes,,WOMEN,Ages 35-50,2017
CIGS 30-DAY,12.1,30 Day,Cigarettes,,WOMEN,Ages 35-50,2018
CIGS 30-DAY,11.9,30 Day,Cigarettes,,WOMEN,Ages 35-50,2019
CIGS 30-DAY,11,30 Day,Cigarettes,,WOMEN,Ages 35-50,2020
CIGS 30-DAY,10.8,30 Day,Cigarettes,,WOMEN,Ages 35-50,2021
CIGS 30-DAY,10.3,30 Day,Cigarettes,,WOMEN,Ages 35-50,2022
CIGS 30-DAY,10.2,30 Day,Cigarettes,,WOMEN,Ages 35-50,2023
MJ 30-DAY,14.39,30 Day,Cannabis,BLACK,,Ages 19-30,1988
MJ 30-DAY,11.41,30 Day,Cannabis,BLACK,,Ages 19-30,1989
MJ 30-DAY,9.54,30 Day,Cannabis,BLACK,,Ages 19-30,1990
MJ 30-DAY,8.56,30 Day,Cannabis,BLACK,,Ages 19-30,1991
MJ 30-DAY,8.63,30 Day,Cannabis,BLACK,,Ages 19-30,1992
MJ 30-DAY,10.16,30 Day,Cannabis,BLACK,,Ages 19-30,1993
MJ 30-DAY,10.48,30 Day,Cannabis,BLACK,,Ages 19-30,1994
MJ 30-DAY,12.38,30 Day,Cannabis,BLACK,,Ages 19-30,1995
MJ 30-DAY,12.39,30 Day,Cannabis,BLACK,,Ages 19-30,1996
MJ 30-DAY,11.86,30 Day,Cannabis,BLACK,,Ages 19-30,1997
MJ 30-DAY,14.45,30 Day,Cannabis,BLACK,,Ages 19-30,1998
MJ 30-DAY,13.62,30 Day,Cannabis,BLACK,,Ages 19-30,1999
MJ 30-DAY,12.64,30 Day,Cannabis,BLACK,,Ages 19-30,2000
MJ 30-DAY,10.14,30 Day,Cannabis,BLACK,,Ages 19-30,2001
MJ 30-DAY,12.43,30 Day,Cannabis,BLACK,,Ages 19-30,2002
MJ 30-DAY,12.81,30 Day,Cannabis,BLACK,,Ages 19-30,2003
MJ 30-DAY,13.18,30 Day,Cannabis,BLACK,,Ages 19-30,2004
MJ 30-DAY,10.43,30 Day,Cannabis,BLACK,,Ages 19-30,2005
MJ 30-DAY,13.55,30 Day,Cannabis,BLACK,,Ages 19-30,2006
MJ 30-DAY,12.62,30 Day,Cannabis,BLACK,,Ages 19-30,2007
MJ 30-DAY,16.73,30 Day,Cannabis,BLACK,,Ages 19-30,2008
MJ 30-DAY,14.22,30 Day,Cannabis,BLACK,,Ages 19-30,2009
MJ 30-DAY,14.84,30 Day,Cannabis,BLACK,,Ages 19-30,2010
MJ 30-DAY,18.02,30 Day,Cannabis,BLACK,,Ages 19-30,2011
MJ 30-DAY,17.37,30 Day,Cannabis,BLACK,,Ages 19-30,2012
MJ 30-DAY,17.39,30 Day,Cannabis,BLACK,,Ages 19-30,2013
MJ 30-DAY,21.26,30 Day,Cannabis,BLACK,,Ages 19-30,2014
MJ 30-DAY,21.2,30 Day,Cannabis,BLACK,,Ages 19-30,2015
MJ 30-DAY,22.4,30 Day,Cannabis,BLACK,,Ages 19-30,2016
MJ 30-DAY,23.78,30 Day,Cannabis,BLACK,,Ages 19-30,2017
MJ 30-DAY,29.2,30 Day,Cannabis,BLACK,,Ages 19-30,2018
MJ 30-DAY,24.8,30 Day,Cannabis,BLACK,,Ages 19-30,2019
MJ 30-DAY,32.4,30 Day,Cannabis,BLACK,,Ages 19-30,2020
MJ 30-DAY,32.8,30 Day,Cannabis,BLACK,,Ages 19-30,2021
MJ 30-DAY,33,30 Day,Cannabis,BLACK,,Ages 19-30,2022
MJ 30-DAY,31.3,30 Day,Cannabis,BLACK,,Ages 19-30,2023
MJ 30-DAY,17.06,30 Day,Cannabis,HISPANIC,,Ages 19-30,1988
MJ 30-DAY,12.69,30 Day,Cannabis,HISPANIC,,Ages 19-30,1989
MJ 30-DAY,9.52,30 Day,Cannabis,HISPANIC,,Ages 19-30,1990
MJ 30-DAY,10.86,30 Day,Cannabis,HISPANIC,,Ages 19-30,1991
MJ 30-DAY,12.07,30 Day,Cannabis,HISPANIC,,Ages 19-30,1992
MJ 30-DAY,11.04,30 Day,Cannabis,HISPANIC,,Ages 19-30,1993
MJ 30-DAY,9.87,30 Day,Cannabis,HISPANIC,,Ages 19-30,1994
MJ 30-DAY,11.03,30 Day,Cannabis,HISPANIC,,Ages 19-30,1995
MJ 30-DAY,11.88,30 Day,Cannabis,HISPANIC,,Ages 19-30,1996
MJ 30-DAY,10.42,30 Day,Cannabis,HISPANIC,,Ages 19-30,1997
MJ 30-DAY,10.02,30 Day,Cannabis,HISPANIC,,Ages 19-30,1998
MJ 30-DAY,12.41,30 Day,Cannabis,HISPANIC,,Ages 19-30,1999
MJ 30-DAY,11.42,30 Day,Cannabis,HISPANIC,,Ages 19-30,2000
MJ 30-DAY,13.47,30 Day,Cannabis,HISPANIC,,Ages 19-30,2001
MJ 30-DAY,11.59,30 Day,Cannabis,HISPANIC,,Ages 19-30,2002
MJ 30-DAY,12.31,30 Day,Cannabis,HISPANIC,,Ages 19-30,2003
MJ 30-DAY,10.96,30 Day,Cannabis,HISPANIC,,Ages 19-30,2004
MJ 30-DAY,13.31,30 Day,Cannabis,HISPANIC,,Ages 19-30,2005
MJ 30-DAY,11.09,30 Day,Cannabis,HISPANIC,,Ages 19-30,2006
MJ 30-DAY,12.06,30 Day,Cannabis,HISPANIC,,Ages 19-30,2007
MJ 30-DAY,12.79,30 Day,Cannabis,HISPANIC,,Ages 19-30,2008
MJ 30-DAY,12.04,30 Day,Cannabis,HISPANIC,,Ages 19-30,2009
MJ 30-DAY,13.03,30 Day,Cannabis,HISPANIC,,Ages 19-30,2010
MJ 30-DAY,15.65,30 Day,Cannabis,HISPANIC,,Ages 19-30,2011
MJ 30-DAY,16.86,30 Day,Cannabis,HISPANIC,,Ages 19-30,2012
MJ 30-DAY,17.83,30 Day,Cannabis,HISPANIC,,Ages 19-30,2013
MJ 30-DAY,18.79,30 Day,Cannabis,HISPANIC,,Ages 19-30,2014
MJ 30-DAY,16.58,30 Day,Cannabis,HISPANIC,,Ages 19-30,2015
MJ 30-DAY,19.1,30 Day,Cannabis,HISPANIC,,Ages 19-30,2016
MJ 30-DAY,24.99,30 Day,Cannabis,HISPANIC,,Ages 19-30,2017
MJ 30-DAY,24.7,30 Day,Cannabis,HISPANIC,,Ages 19-30,2018
MJ 30-DAY,25.7,30 Day,Cannabis,HISPANIC,,Ages 19-30,2019
MJ 30-DAY,27.5,30 Day,Cannabis,HISPANIC,,Ages 19-30,2020
MJ 30-DAY,24.3,30 Day,Cannabis,HISPANIC,,Ages 19-30,2021
MJ 30-DAY,31.5,30 Day,Cannabis,HISPANIC,,Ages 19-30,2022
MJ 30-DAY,24.7,30 Day,Cannabis,HISPANIC,,Ages 19-30,2023
MJ 30-DAY,21.23,30 Day,Cannabis,,MEN,Ages 19-30,1988
MJ 30-DAY,19.2,30 Day,Cannabis,,MEN,Ages 19-30,1989
MJ 30-DAY,16.4,30 Day,Cannabis,,MEN,Ages 19-30,1990
MJ 30-DAY,16.95,30 Day,Cannabis,,MEN,Ages 19-30,1991
MJ 30-DAY,16.28,30 Day,Cannabis,,MEN,Ages 19-30,1992
MJ 30-DAY,15.87,30 Day,Cannabis,,MEN,Ages 19-30,1993
MJ 30-DAY,17.51,30 Day,Cannabis,,MEN,Ages 19-30,1994
MJ 30-DAY,16.55,30 Day,Cannabis,,MEN,Ages 19-30,1995
MJ 30-DAY,17.18,30 Day,Cannabis,,MEN,Ages 19-30,1996
MJ 30-DAY,16.64,30 Day,Cannabis,,MEN,Ages 19-30,1997
MJ 30-DAY,17.08,30 Day,Cannabis,,MEN,Ages 19-30,1998
MJ 30-DAY,17.29,30 Day,Cannabis,,MEN,Ages 19-30,1999
MJ 30-DAY,17.95,30 Day,Cannabis,,MEN,Ages 19-30,2000
MJ 30-DAY,17.89,30 Day,Cannabis,,MEN,Ages 19-30,2001
MJ 30-DAY,18.44,30 Day,Cannabis,,MEN,Ages 19-30,2002
MJ 30-DAY,18.32,30 Day,Cannabis,,MEN,Ages 19-30,2003
MJ 30-DAY,17.88,30 Day,Cannabis,,MEN,Ages 19-30,2004
MJ 30-DAY,18.14,30 Day,Cannabis,,MEN,Ages 19-30,2005
MJ 30-DAY,17.87,30 Day,Cannabis,,MEN,Ages 19-30,2006
MJ 30-DAY,19.42,30 Day,Cannabis,,MEN,Ages 19-30,2007
MJ 30-DAY,18.76,30 Day,Cannabis,,MEN,Ages 19-30,2008
MJ 30-DAY,19.64,30 Day,Cannabis,,MEN,Ages 19-30,2009
MJ 30-DAY,19.75,30 Day,Cannabis,,MEN,Ages 19-30,2010
MJ 30-DAY,21,30 Day,Cannabis,,MEN,Ages 19-30,2011
MJ 30-DAY,20.02,30 Day,Cannabis,,MEN,Ages 19-30,2012
MJ 30-DAY,22.5,30 Day,Cannabis,,MEN,Ages 19-30,2013
MJ 30-DAY,21.19,30 Day,Cannabis,,MEN,Ages 19-30,2014
MJ 30-DAY,22.58,30 Day,Cannabis,,MEN,Ages 19-30,2015
MJ 30-DAY,23,30 Day,Cannabis,,MEN,Ages 19-30,2016
MJ 30-DAY,25.93,30 Day,Cannabis,,MEN,Ages 19-30,2017
MJ 30-DAY,25,30 Day,Cannabis,,MEN,Ages 19-30,2018
MJ 30-DAY,28.2,30 Day,Cannabis,,MEN,Ages 19-30,2019
MJ 30-DAY,27.8,30 Day,Cannabis,,MEN,Ages 19-30,2020
MJ 30-DAY,30.4,30 Day,Cannabis,,MEN,Ages 19-30,2021
MJ 30-DAY,28.7,30 Day,Cannabis,,MEN,Ages 19-30,2022
MJ 30-DAY,27.6,30 Day,Cannabis,,MEN,Ages 19-30,2023
MJ 30-DAY,18.1,30 Day,Cannabis,WHITE,,Ages 19-30,1988
MJ 30-DAY,16.14,30 Day,Cannabis,WHITE,,Ages 19-30,1989
MJ 30-DAY,14.48,30 Day,Cannabis,WHITE,,Ages 19-30,1990
MJ 30-DAY,14.51,30 Day,Cannabis,WHITE,,Ages 19-30,1991
MJ 30-DAY,14.03,30 Day,Cannabis,WHITE,,Ages 19-30,1992
MJ 30-DAY,13.88,30 Day,Cannabis,WHITE,,Ages 19-30,1993
MJ 30-DAY,14.23,30 Day,Cannabis,WHITE,,Ages 19-30,1994
MJ 30-DAY,13.96,30 Day,Cannabis,WHITE,,Ages 19-30,1995
MJ 30-DAY,14.38,30 Day,Cannabis,WHITE,,Ages 19-30,1996
MJ 30-DAY,14.55,30 Day,Cannabis,WHITE,,Ages 19-30,1997
MJ 30-DAY,14.22,30 Day,Cannabis,WHITE,,Ages 19-30,1998
MJ 30-DAY,14.71,30 Day,Cannabis,WHITE,,Ages 19-30,1999
MJ 30-DAY,15.86,30 Day,Cannabis,WHITE,,Ages 19-30,2000
MJ 30-DAY,15.76,30 Day,Cannabis,WHITE,,Ages 19-30,2001
MJ 30-DAY,16.19,30 Day,Cannabis,WHITE,,Ages 19-30,2002
MJ 30-DAY,16.58,30 Day,Cannabis,WHITE,,Ages 19-30,2003
MJ 30-DAY,15.44,30 Day,Cannabis,WHITE,,Ages 19-30,2004
MJ 30-DAY,16.01,30 Day,Cannabis,WHITE,,Ages 19-30,2005
MJ 30-DAY,15.5,30 Day,Cannabis,WHITE,,Ages 19-30,2006
MJ 30-DAY,16.38,30 Day,Cannabis,WHITE,,Ages 19-30,2007
MJ 30-DAY,15.45,30 Day,Cannabis,WHITE,,Ages 19-30,2008
MJ 30-DAY,16.97,30 Day,Cannabis,WHITE,,Ages 19-30,2009
MJ 30-DAY,15.86,30 Day,Cannabis,WHITE,,Ages 19-30,2010
MJ 30-DAY,17.9,30 Day,Cannabis,WHITE,,Ages 19-30,2011
MJ 30-DAY,16.39,30 Day,Cannabis,WHITE,,Ages 19-30,2012
MJ 30-DAY,18.47,30 Day,Cannabis,WHITE,,Ages 19-30,2013
MJ 30-DAY,18.05,30 Day,Cannabis,WHITE,,Ages 19-30,2014
MJ 30-DAY,18.48,30 Day,Cannabis,WHITE,,Ages 19-30,2015
MJ 30-DAY,20.5,30 Day,Cannabis,WHITE,,Ages 19-30,2016
MJ 30-DAY,20.83,30 Day,Cannabis,WHITE,,Ages 19-30,2017
MJ 30-DAY,22.7,30 Day,Cannabis,WHITE,,Ages 19-30,2018
MJ 30-DAY,25.9,30 Day,Cannabis,WHITE,,Ages 19-30,2019
MJ 30-DAY,25.2,30 Day,Cannabis,WHITE,,Ages 19-30,2020
MJ 30-DAY,29.6,30 Day,Cannabis,WHITE,,Ages 19-30,2021
MJ 30-DAY,26.5,30 Day,Cannabis,WHITE,,Ages 19-30,2022
MJ 30-DAY,28.8,30 Day,Cannabis,WHITE,,Ages 19-30,2023
MJ 30-DAY,13.95,30 Day,Cannabis,,WOMEN,Ages 19-30,1988
MJ 30-DAY,11.67,30 Day,Cannabis,,WOMEN,Ages 19-30,1989
MJ 30-DAY,10.83,30 Day,Cannabis,,WOMEN,Ages 19-30,1990
MJ 30-DAY,10.27,30 Day,Cannabis,,WOMEN,Ages 19-30,1991
MJ 30-DAY,10.21,30 Day,Cannabis,,WOMEN,Ages 19-30,1992
MJ 30-DAY,10.21,30 Day,Cannabis,,WOMEN,Ages 19-30,1993
MJ 30-DAY,9.83,30 Day,Cannabis,,WOMEN,Ages 19-30,1994
MJ 30-DAY,10.47,30 Day,Cannabis,,WOMEN,Ages 19-30,1995
MJ 30-DAY,11.16,30 Day,Cannabis,,WOMEN,Ages 19-30,1996
MJ 30-DAY,10.84,30 Day,Cannabis,,WOMEN,Ages 19-30,1997
MJ 30-DAY,10.81,30 Day,Cannabis,,WOMEN,Ages 19-30,1998
MJ 30-DAY,11.44,30 Day,Cannabis,,WOMEN,Ages 19-30,1999
MJ 30-DAY,12.06,30 Day,Cannabis,,WOMEN,Ages 19-30,2000
