"drug","age","time","_NAME_","_2009","_2010","_2011","_2012","_2013","_2014","_2015","_2016","_2017","_2018","_2019","_2020","_2021","_2022","_1993","_1994","_1995","_1996","_1997","_1998","_1999","_2000","_2001","_2002","_2003","_2004","_2005","_2006","_2007","_2008","_1977","_1978","_1979","_1980","_1981","_1982","_1983","_1984","_1985","_1986","_1987","_1988","_1989","_1990","_1991","_1992"
"Alcohol","Ages 25-26","30 Day","estimate",75.5914,72.8198,74.4936,76.2403,73.6271,71.4570,69.5087,68.7298,69.2616,71.7984,72.3773,72.3191,73.786,70.312,70.201,69.7428,70.3079,67.7200,70.3997,66.4729,67.8423,67.8938,68.1983,70.4632,68.0246,70.8394,72.3285,68.4056,73.1673,71.3876,".",".",".",".",".",".",76.4393,76.2305,77.1358,76.0615,77.9347,75.3197,73.6124,72.0656,72.7448,69.3567
"Alcohol","Ages 25-26","4+ Drinks","estimate",41.2950,43.4344,43.3125,40.9762,50.9518,44.9037,41.2578,37.2413,29.5129,38.7833,37.7446,38.7838,44.284,42.325,".",".",".",".",".",".",".",".",".",".",".",".",52.3757,37.1598,44.9576,35.0747,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Alcohol","Ages 25-26","5+ Drinks","estimate",41.3541,37.7551,39.2752,35.9534,37.6948,33.5380,33.7400,34.7219,32.4625,32.5386,34.1817,31.4323,34.977,32.628,33.691,31.8094,28.2958,31.3690,31.9087,33.2940,32.0430,33.3027,33.9790,35.1111,35.6830,35.6805,38.9149,36.5775,39.2911,38.7641,".",".",".",".",".",".",34.3630,34.0282,34.4740,32.2082,33.9474,31.6094,33.3690,32.7922,32.8401,32.4065
"Alcohol","Ages 25-26","Daily","estimate",8.6490,5.1759,6.7304,5.4700,6.3116,6.1681,5.2723,6.0067,5.0424,5.5436,6.5636,8.2131,5.143,5.529,5.637,3.3788,4.1215,4.3488,5.4027,3.8940,5.6690,3.7555,5.5787,5.7961,4.8743,4.7591,6.4456,5.3057,7.2625,7.0993,".",".",".",".",".",".",6.6212,7.9234,7.9147,5.6544,7.1373,6.8011,6.3280,5.2953,5.1326,6.6904
"Alcohol","Ages 25-26","Lifetime","estimate",92.7386,90.9419,93.4075,93.1158,90.8286,89.3743,88.7961,89.1553,87.0124,90.5561,90.4383,91.8784,91.633,93.177,94.901,94.1133,93.7400,93.3121,92.8879,92.9656,91.8677,91.9896,92.9798,92.7598,90.8397,91.8968,91.7198,90.0399,90.5775,89.0602,".",".",".",".",".",".",95.9558,95.3359,95.2816,95.8770,96.7446,96.7024,95.0245,95.5872,96.1178,95.0589
"Alcohol","Ages 27-28","10+ Drinks","estimate",9.2399,11.1620,12.0121,9.8143,10.8399,10.8176,11.2688,6.8024,14.5406,8.8606,9.0088,7.7294,10.027,11.056,".",".",".",".",".",".",".",".",".",".",".",".",9.1065,8.3391,11.5783,11.7495,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Alcohol","Ages 27-28","12 Month","estimate",86.8840,84.5455,87.0670,86.0090,87.4112,89.3963,84.7771,82.7274,84.6403,84.5427,85.1182,85.8583,87.940,85.893,86.323,83.4935,86.3288,85.4887,85.1895,85.8100,83.8127,83.0366,83.3760,83.9381,82.3489,85.2841,84.6648,85.8022,84.3491,84.5284,".",".",".",".",".",".",".",".",88.7378,88.7630,87.7325,87.4962,87.9823,87.0150,86.2569,85.7419
"Alcohol","Ages 27-28","15+ Drinks","estimate",1.5118,4.2364,2.7741,2.7297,1.8891,3.1768,4.0929,2.3412,6.0329,3.3374,1.2210,2.4285,2.818,2.192,".",".",".",".",".",".",".",".",".",".",".",".",4.0066,4.5329,3.5189,4.3109,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Alcohol","Ages 27-28","30 Day","estimate",69.8402,70.1887,73.4029,73.4958,72.0844,76.9137,72.7752,69.3602,68.3048,67.7160,70.8456,70.6587,72.263,68.085,69.293,69.0252,69.5418,69.9971,69.4314,68.6779,69.4032,65.3476,65.6625,68.1656,66.4378,67.7491,69.2111,72.3643,69.7234,70.1587,".",".",".",".",".",".",".",".",75.7664,74.3605,75.2126,74.7092,74.2306,71.4188,70.8427,69.5619
"Alcohol","Ages 27-28","4+ Drinks","estimate",41.4403,34.4941,36.3097,34.8817,41.3908,37.6742,34.7711,35.8937,43.0398,30.0230,29.4114,34.3840,40.158,41.256,".",".",".",".",".",".",".",".",".",".",".",".",32.7958,34.3910,39.4065,39.4888,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Alcohol","Ages 27-28","5+ Drinks","estimate",35.7148,35.9035,36.1594,36.8063,35.4227,35.7259,31.4194,30.8089,32.1022,29.0234,30.9626,29.5446,33.091,34.046,30.235,29.1529,28.8070,31.2825,29.6105,30.1202,32.1080,31.0785,29.5575,29.9485,30.4701,31.6427,32.2728,33.4895,33.3327,35.9619,".",".",".",".",".",".",".",".",31.5564,30.9112,32.3780,28.9407,30.4119,30.0518,30.4185,30.2325
"Alcohol","Ages 27-28","Daily","estimate",6.8650,6.5831,7.7153,8.6020,6.8133,5.4226,7.1405,7.3263,7.0231,5.4752,4.7330,5.8395,6.046,5.621,5.263,5.6385,4.5299,3.8502,4.3917,3.9607,4.3405,4.4523,3.2295,4.6173,5.5353,3.3958,5.1744,6.1901,6.1815,6.5771,".",".",".",".",".",".",".",".",7.1576,7.6788,7.3549,5.9526,7.0258,4.9386,6.6485,4.6815
"Alcohol","Ages 27-28","Lifetime","estimate",92.6115,90.7770,91.1445,91.7566,93.5295,93.7730,91.0476,87.0955,89.9417,89.5028,90.5418,91.5900,93.637,95.250,94.955,93.7336,95.7607,94.5822,93.5847,94.2519,91.8504,93.4691,92.2934,91.9590,91.8648,93.2936,92.0331,92.5154,89.8454,91.6634,".",".",".",".",".",".",".",".",95.3177,94.7554,95.2226,95.3495,96.5419,95.2831,94.7770,95.3685
"Alcohol","Ages 29-30","10+ Drinks","estimate",11.8084,13.8530,6.3132,14.9637,13.6463,11.5227,8.8964,10.5607,7.9266,8.3726,12.6420,6.7034,11.225,10.353,".",".",".",".",".",".",".",".",".",".",".",".",5.0046,6.3242,7.4229,9.3173,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Alcohol","Ages 29-30","12 Month","estimate",83.5415,85.6582,84.7108,82.4855,86.0708,85.8779,86.1996,89.4582,84.5375,84.4883,83.5969,84.9137,84.118,87.366,83.902,82.9924,84.0388,83.5869,83.7595,83.6345,83.6948,84.2058,83.7661,84.4389,82.7381,82.9100,83.8622,83.7656,84.3483,87.6740,".",".",".",".",".",".",".",".",".",".",86.0878,88.4494,86.1459,87.0938,85.5410,85.3560
"Alcohol","Ages 29-30","15+ Drinks","estimate",5.2272,4.7962,0.2962,5.1488,5.6443,2.2239,5.3325,2.8176,2.3282,3.0155,3.4360,3.0272,3.039,1.758,".",".",".",".",".",".",".",".",".",".",".",".",0.2587,1.3281,1.9904,1.3819,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Alcohol","Ages 29-30","30 Day","estimate",70.9971,68.1790,69.1703,68.3884,70.8633,73.2027,73.3587,75.0046,70.5741,70.6317,71.5068,69.2799,67.615,74.996,67.295,67.9410,67.7171,67.5170,66.4543,65.3867,65.6846,65.4699,65.6086,67.3769,65.4004,64.9815,65.5924,68.9606,69.0049,73.2520,".",".",".",".",".",".",".",".",".",".",71.9926,73.2129,72.4758,70.6057,69.9177,70.2072
"Alcohol","Ages 29-30","4+ Drinks","estimate",38.7947,45.2516,40.9920,35.8440,37.1072,37.3136,40.4994,37.4953,31.7865,35.2045,39.5625,36.2256,37.713,40.131,".",".",".",".",".",".",".",".",".",".",".",".",30.9884,25.2283,36.3341,37.6472,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Alcohol","Ages 29-30","5+ Drinks","estimate",33.4085,33.5647,31.1555,35.0248,33.8258,31.7941,28.8959,30.4224,28.6253,31.5679,30.8608,27.2778,31.272,32.892,26.438,28.8057,27.5433,26.0294,28.3488,27.5941,27.0175,24.8661,27.1355,28.7417,26.2255,27.8602,30.1790,29.7590,30.1218,32.3763,".",".",".",".",".",".",".",".",".",".",29.4466,27.3018,27.0327,26.7312,25.5232,26.6302
"Alcohol","Ages 29-30","Daily","estimate",6.9634,7.0408,5.7045,8.1305,7.3117,7.7508,8.0863,7.2044,5.4427,6.6869,6.2118,8.0148,6.075,5.867,5.045,5.2430,4.4356,5.2601,6.0124,3.8688,5.1273,4.5002,3.9038,4.0865,3.9470,4.2754,6.3017,4.8823,5.6486,4.9119,".",".",".",".",".",".",".",".",".",".",6.5308,8.1935,5.7949,6.2424,6.6275,6.1395
"Alcohol","Ages 29-30","Lifetime","estimate",90.5682,92.8712,91.0710,90.4491,90.9677,92.0866,94.2564,94.2334,90.9759,89.1425,89.3289,90.4921,91.550,94.666,93.331,93.0717,94.4940,93.8344,94.2559,93.0373,92.9899,93.7250,92.0241,92.9964,90.9168,91.3038,91.8614,91.7003,90.9045,93.9189,".",".",".",".",".",".",".",".",".",".",94.4599,94.4904,94.6800,95.9534,95.7101,96.3197
"Alcohol","Ages 35-50","12 Month","estimate",83.0912,83.1786,83.6503,83.3717,81.4497,83.6998,82.0139,82.7858,83.5261,83.0847,83.6473,84.4371,82.630,84.582,82.272,83.3942,82.2813,84.2760,83.3826,80.3086,81.3835,80.5891,82.0064,83.1008,81.1239,82.0417,82.3237,81.9304,83.4779,81.3454,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Alcohol","Ages 35-50","30 Day","estimate",66.7297,68.1864,67.4371,68.1101,66.7532,68.0639,67.3824,68.2370,69.8160,68.2996,69.6896,67.8621,69.704,71.083,65.446,65.7342,67.0796,65.1743,66.0178,62.0611,64.8669,63.3548,64.9283,66.6021,64.8341,66.6407,66.0979,63.8180,66.1955,65.9097,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Alcohol","Ages 35-50","5+ Drinks","estimate",22.3950,22.5445,22.7740,22.7760,22.4779,23.3653,23.0312,23.4849,23.7387,23.6963,25.2970,24.4257,25.184,27.559,22.004,22.4951,21.0793,23.0336,22.5668,21.2334,21.9423,21.4370,22.3050,23.0573,23.0613,21.6070,22.5315,21.7802,22.0965,23.3651,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Alcohol","Ages 35-50","Daily","estimate",8.7993,8.2026,8.8479,9.0454,9.3529,8.9449,9.9271,9.6762,10.0180,9.8235,9.2077,12.2212,8.888,8.952,6.274,7.9237,5.9232,7.8122,4.8611,6.8263,6.5151,6.2036,6.9689,6.0859,6.7946,7.2721,7.6407,7.3848,8.1453,8.5807,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Alcohol","Ages 35-50","Lifetime","estimate",97.4440,97.4952,97.8786,96.6634,97.4303,97.5897,97.2546,97.9801,96.9183,97.3985,97.4942,97.3331,98.370,97.357,96.662,97.9132,97.3711,97.0117,96.4634,97.0395,97.0757,97.4286,96.8182,97.2150,97.0080,97.7752,97.5144,97.3599,97.0517,97.4918,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Age 35","12 Month","estimate",1.6855,1.3796,1.5151,1.8977,2.1721,2.8770,3.6799,3.5761,3.7167,3.0052,4.9097,3.7386,3.205,4.975,2.609,2.4789,1.9742,1.8846,1.8187,1.6533,1.7749,1.5494,1.9315,1.4582,2.6279,1.8805,1.3244,1.3390,1.3119,0.7288,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Age 35","30 Day","estimate",0.6627,0.7470,0.5547,0.9490,0.8363,1.0395,1.6903,1.5889,1.5572,0.8481,2.1640,1.5934,1.586,2.454,0.903,1.1105,1.1128,0.6448,1.2743,0.2839,0.5248,0.3473,0.9257,0.7602,1.6570,1.3080,0.4906,0.8110,0.7206,0.0627,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Age 35","Lifetime","estimate",11.5268,12.1354,13.3177,13.7845,12.1736,14.8095,16.9478,18.5150,15.9386,19.2456,22.4048,20.0916,21.848,23.762,34.493,33.4390,33.6021,33.2625,31.5683,29.7418,27.7861,25.2864,24.5483,22.9199,19.7078,18.0152,16.1987,13.9367,14.1309,14.6590,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Age 40","12 Month","estimate",1.4501,1.0033,0.4427,1.1531,1.9489,1.2906,1.9694,2.9676,1.9036,1.7718,2.6412,2.7997,3.312,3.169,".",".",".",".",".",1.6079,1.3676,1.4744,1.0558,1.4006,1.0578,1.1446,0.7984,1.4747,0.8444,1.2762,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Age 40","30 Day","estimate",0.9040,0.6451,0.2424,0.5975,1.1004,0.4740,1.1238,1.1261,1.0705,0.7281,1.5847,1.1629,0.976,1.260,".",".",".",".",".",0.7355,0.7149,0.7456,0.8864,0.3271,0.6155,0.7509,0.2415,0.4422,0.2467,0.7824,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Age 40","Lifetime","estimate",19.5560,17.0037,14.2455,13.4859,16.1900,13.3950,13.6703,15.6674,16.6823,15.0560,16.1827,18.4247,21.063,18.269,".",".",".",".",".",35.3184,34.5906,34.9984,34.5370,32.7780,30.3405,28.2820,26.7743,25.3371,23.7006,20.2807,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Age 45","12 Month","estimate",0.8677,0.5916,1.2648,0.9255,1.2669,1.0762,1.0653,0.8851,1.9539,1.3494,1.9112,2.3042,2.106,2.050,".",".",".",".",".",".",".",".",".",".",1.4696,1.0682,0.4753,1.4309,1.1896,0.8685,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Age 45","30 Day","estimate",0.1852,0.2354,0.7067,0.3877,0.6430,0.5419,0.4313,0.2632,1.0656,0.3685,0.9406,1.2321,0.810,1.331,".",".",".",".",".",".",".",".",".",".",0.7370,0.3951,0.2768,0.9435,0.3111,0.6089,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Age 45","Lifetime","estimate",30.2755,28.8416,27.7491,25.6417,21.4851,21.2625,18.8074,17.7826,15.9715,17.3717,16.3725,15.5848,18.372,19.434,".",".",".",".",".",".",".",".",".",".",37.3129,36.6374,36.8553,36.8652,34.7600,33.5641,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Age 50","12 Month","estimate",1.0513,0.7272,1.3022,0.4002,0.8827,0.9745,1.0236,1.2310,0.6169,2.3915,1.3984,0.8016,2.209,2.449,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.5706,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Age 50","30 Day","estimate",0.6168,0.5562,0.7726,0.1925,0.5904,0.4769,0.5090,0.6011,0.1610,1.2867,0.4176,0.3637,1.446,1.853,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.4225,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Age 50","Lifetime","estimate",38.4326,38.8534,38.4202,36.0019,34.7370,33.7962,31.7137,31.1370,27.0958,22.3145,23.2855,21.3060,21.198,20.702,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",38.0891,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Age 55","12 Month","estimate",".",".",".",".",0.6823,0.1828,0.3217,0.7445,0.7911,1.1594,1.3345,1.0045,0.655,0.712,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Age 55","Lifetime","estimate",".",".",".",".",39.3797,40.3242,39.2372,40.4411,38.1203,37.1157,34.0307,35.3516,32.415,28.213,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Age 60","12 Month","estimate",".",".",".",".",".",".",".",".",".",0.6640,0.7039,0.5672,0.649,0.754,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Age 60","Lifetime","estimate",".",".",".",".",".",".",".",".",".",39.5660,41.5506,41.9020,41.990,39.043,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphetamines","Ages 19-20","12 Month","estimate",6.2833,8.5311,9.2672,9.1338,9.1632,11.1594,8.8087,7.8843,6.0266,4.6463,4.3393,5.8573,4.409,2.324,5.484,6.0441,7.4330,7.0694,6.0276,7.1650,7.8671,9.1541,8.4632,8.2157,8.1895,8.6904,6.4539,6.1606,6.7190,6.1203,18.3698,17.6558,21.4663,24.1096,26.2563,23.9359,20.3021,15.7077,15.1471,11.1072,9.3615,9.0023,7.0961,6.6688,4.9956,6.1657
"Amphetamines","Ages 19-20","30 Day","estimate",2.8556,3.8985,3.7951,4.1818,4.5121,6.3240,3.7235,2.8178,2.1863,1.7138,1.9621,0.9183,1.588,1.048,1.845,2.2010,2.7105,2.3518,2.3641,2.8541,3.1412,3.7948,3.5358,3.6040,3.7722,3.7113,2.7599,2.8133,3.5294,2.4898,7.0313,8.9166,10.5203,12.7276,15.2677,11.7948,8.6173,6.6305,5.9139,4.3870,3.5829,3.8097,2.1053,2.1798,1.3373,2.3776
"Amphetamines","Ages 19-20","Lifetime","estimate",11.2115,12.5661,13.4852,12.8014,14.9830,16.6194,14.4004,11.9451,10.6221,9.9905,9.1418,8.1362,7.658,5.398,12.098,13.1728,14.3764,12.9306,12.1478,13.1415,14.1949,15.5056,14.9750,12.8702,14.5232,14.9881,12.1559,11.8825,12.4605,11.5019,26.0936,25.7892,28.6840,32.0198,34.0524,33.4501,31.0190,27.4963,28.5443,23.4005,23.3602,19.7504,17.1117,16.0052,14.7534,13.4971
"Amphetamines","Ages 19-30","12 Month","estimate",5.2466,6.3651,6.7354,7.2086,7.2812,7.7906,7.2350,6.9737,7.5343,7.7823,6.2333,6.2765,5.565,5.363,3.805,4.4424,4.2007,4.0823,4.1779,4.1435,4.3033,4.5676,5.0038,5.2836,5.1130,5.5228,4.6313,5.3154,5.3575,4.9523,18.3698,17.6558,21.7091,24.5694,26.2894,22.6705,19.3290,15.5687,13.5213,10.5856,8.6137,6.9059,5.7964,4.7548,4.1188,4.1079
"Amphetamines","Ages 19-30","30 Day","estimate",2.1581,2.5647,2.8985,2.9510,2.9335,3.4906,2.9082,3.0220,3.0843,2.8767,2.4066,1.9938,2.323,2.209,1.366,1.7204,1.5659,1.4836,1.5158,1.5664,1.6976,1.8772,2.0607,2.0266,2.2738,2.1791,1.9098,2.0603,2.2252,2.1727,7.0313,8.9166,10.5543,13.1850,15.0167,10.1327,8.2035,6.3526,5.2580,3.9659,3.2917,2.6123,2.0780,1.7744,1.4373,1.4800
"Amphetamines","Ages 19-30","Lifetime","estimate",15.1617,16.4426,16.8328,17.3256,18.7954,20.1097,19.2411,20.0333,19.7506,19.4617,19.5432,19.3219,18.779,17.494,21.325,19.7199,18.7060,17.5515,16.4614,15.4199,14.6229,15.1439,15.1080,15.0662,14.9762,15.6045,15.2358,16.0319,15.9794,15.1666,26.0936,25.7892,30.4102,33.8187,37.0320,35.5704,34.6991,33.6234,34.2592,32.4109,31.9747,29.6909,27.5541,26.0565,24.5741,22.8326
"Amphetamines","Ages 21-22","12 Month","estimate",7.9849,8.6689,8.8122,9.0335,10.8509,9.1952,10.1010,10.8925,9.7241,8.5332,7.6431,6.6398,5.780,4.210,4.976,5.9024,5.8096,5.0633,7.2225,4.8374,5.1176,5.7622,7.7640,6.8207,7.7487,6.6713,6.9009,8.2449,7.5782,6.5019,".",".",22.2688,25.0912,26.7202,22.5241,20.2275,17.4098,13.3019,12.7065,9.9767,8.0415,7.2182,5.6042,5.0832,4.3282
"Amphetamines","Ages 21-22","30 Day","estimate",3.0660,3.5158,3.7107,3.3902,5.1674,4.0035,5.1822,5.5145,5.1338,2.8711,3.2836,2.4609,3.058,1.297,1.987,2.0885,2.2516,1.8483,2.4485,1.6245,1.9528,2.2797,3.1379,2.1229,3.1707,2.9227,2.7490,2.5997,2.6069,3.2028,".",".",10.6326,13.7051,14.9550,9.0774,9.1550,7.1148,5.0348,4.6353,3.6673,2.6021,2.5711,1.9779,1.9291,1.5464
"Amphetamines","Ages 21-22","Lifetime","estimate",15.5865,14.7639,16.2742,16.3052,18.6996,16.3208,17.0047,21.1166,17.2734,14.8690,15.7432,13.5657,13.238,7.989,15.155,14.2757,14.5088,14.0869,17.1155,13.3915,13.8590,14.8415,16.2916,14.9099,15.8477,14.1624,15.2009,15.7885,15.2998,13.4042,".",".",34.3772,35.8681,38.2923,36.5135,35.0634,35.2423,34.3728,30.8568,27.9049,25.8100,22.4506,19.4071,18.4644,16.1932
"Amphetamines","Ages 23-24","12 Month","estimate",5.0943,7.5572,8.8170,7.9699,7.3831,6.6941,7.9042,7.3634,9.2406,11.3522,6.9779,7.1843,6.173,4.944,3.875,4.7321,3.1956,4.4394,3.7039,5.0356,4.5566,4.4678,5.5623,6.0362,5.7492,6.9580,5.4058,6.2695,6.5510,5.8854,".",".",".",".",25.3556,21.4361,18.6472,14.4878,14.3436,11.5628,8.2644,7.3622,5.3656,5.2163,3.9090,4.1072
"Amphetamines","Ages 23-24","30 Day","estimate",2.1572,3.3170,4.6178,3.2311,2.8164,3.4409,3.0808,3.1693,3.9572,3.7751,2.7964,2.3126,1.933,2.686,0.867,2.3570,1.5314,2.1801,1.4575,2.1702,1.4241,1.7680,1.7063,2.9054,2.4070,2.2309,2.1447,2.1221,2.6751,2.5650,".",".",".",".",14.5956,9.4975,7.7339,5.5115,5.3076,4.3594,2.7234,2.5949,2.0568,2.2100,0.9281,1.2523
"Amphetamines","Ages 23-24","Lifetime","estimate",15.0670,18.0106,19.1671,18.3039,19.0727,20.2361,19.8154,19.4261,21.4873,22.5338,19.6277,18.4913,17.920,15.761,18.429,17.9807,14.3619,16.0456,12.9163,14.1847,15.4019,14.7973,15.2051,15.6731,17.3880,18.3817,15.6263,16.9337,17.5308,15.6192,".",".",".",".",40.7407,36.8429,36.7068,36.5943,35.8871,36.3126,33.0167,29.2297,26.7661,24.5686,22.7590,20.2674
"Amphetamines","Ages 25-26","12 Month","estimate",5.4057,6.3068,4.8278,6.5767,6.4264,7.9288,6.9996,6.0407,8.0028,7.9372,6.7996,7.2951,6.862,6.118,3.214,4.5176,3.5123,2.7824,3.2292,3.4473,3.4335,4.3282,3.7187,4.5398,3.4671,4.8687,3.9360,4.7261,5.1060,3.7934,".",".",".",".",".",".",16.5575,14.6036,12.8955,8.7569,8.3411,6.5477,5.4694,3.9597,3.4973,3.0538
"Amphetamines","Ages 25-26","30 Day","estimate",1.8998,1.9862,1.9893,2.9579,2.1361,3.2928,2.4689,2.5061,2.9994,2.6124,2.3604,2.5577,2.193,2.223,1.494,1.7179,0.9323,0.9210,1.1440,1.4131,1.3949,1.7928,1.5753,1.4366,1.8476,1.8507,1.4676,2.7037,2.3400,1.2315,".",".",".",".",".",".",6.1814,6.1536,5.3144,3.2334,3.1772,2.9109,1.7798,1.6812,1.8218,1.0934
"Amphetamines","Ages 25-26","Lifetime","estimate",17.2865,18.6480,17.8094,19.4309,21.4277,20.2482,20.8104,22.0892,22.7035,22.6417,22.0713,24.2361,22.225,19.805,23.051,19.2692,19.6137,17.0892,14.7037,15.4409,12.6301,15.6497,15.3055,15.4913,13.3554,16.3261,15.2768,19.0381,17.9278,15.2903,".",".",".",".",".",".",38.1739,35.3694,37.2081,35.3774,35.7602,34.4542,30.4095,29.2930,28.5314,24.3412
"Amphetamines","Ages 27-28","12 Month","estimate",3.8639,3.9778,4.5820,5.6009,5.0835,6.6009,4.9012,5.1538,7.2613,6.7409,6.0395,6.3812,4.887,6.869,2.876,3.0012,2.8293,2.4893,2.0964,2.5616,2.4913,2.6620,3.3532,4.3639,3.6359,3.9957,2.5212,3.5032,3.8321,4.7475,".",".",".",".",".",".",".",".",10.0890,8.6567,8.0031,5.0132,4.6567,4.3677,4.0487,3.8538
"Amphetamines","Ages 27-28","30 Day","estimate",1.8642,1.3843,0.9625,2.4892,1.7258,2.2545,1.6175,1.7934,2.3658,3.1779,2.1237,2.2335,2.338,3.423,1.220,0.8846,0.9392,0.8906,0.8934,0.8276,1.0774,1.2698,1.7747,1.9669,1.2720,1.2359,1.2606,1.1572,1.4277,2.1310,".",".",".",".",".",".",".",".",4.1015,3.1700,3.2496,1.4939,2.1542,1.5525,1.3113,1.4707
"Amphetamines","Ages 27-28","Lifetime","estimate",16.4138,15.9805,16.9163,19.8310,20.2677,23.4808,22.0936,20.8206,21.9851,21.2240,24.6885,24.5832,23.229,25.283,28.683,24.7492,22.0994,19.9874,17.8309,16.8300,14.4293,14.6315,14.5851,16.0233,14.8260,16.1344,14.9966,17.1506,17.9313,18.5565,".",".",".",".",".",".",".",".",36.2099,36.0046,37.2099,34.5153,33.5658,33.1712,29.6713,29.3677
"Amphetamines","Ages 29-30","12 Month","estimate",2.9050,3.0102,3.8159,4.7725,4.7456,5.3950,4.9631,4.9371,5.0609,7.4324,5.7548,4.3403,5.011,6.002,2.595,2.6471,2.4883,2.8207,2.9294,2.0341,2.5730,1.4555,1.7658,2.1848,2.7251,2.5292,3.0131,3.2796,2.5030,2.6439,".",".",".",".",".",".",".",".",".",".",6.8485,5.5487,5.0525,2.8688,3.1718,3.3078
"Amphetamines","Ages 29-30","30 Day","estimate",1.1284,1.2086,2.1533,1.3143,1.2030,1.8743,1.5212,2.4854,2.0213,3.0428,2.0418,1.3050,2.505,2.009,0.873,1.1113,1.0658,0.8006,0.8425,0.6028,1.2696,0.5406,0.8616,0.3131,1.5458,1.3593,1.2450,1.0457,0.8815,1.3397,".",".",".",".",".",".",".",".",".",".",3.5703,2.3272,1.8535,1.1026,1.2794,1.2030
"Amphetamines","Ages 29-30","Lifetime","estimate",15.6293,18.4806,17.3601,17.2374,18.0830,23.4170,20.7306,23.8814,22.9240,24.1337,24.8979,23.5683,23.634,23.736,29.429,28.0855,27.0260,24.9822,23.7487,19.2763,17.0146,15.3965,14.2976,15.0865,13.9248,13.6703,18.0581,15.5997,14.9524,16.5666,".",".",".",".",".",".",".",".",".",".",36.5336,33.9601,34.4986,33.1384,32.7164,32.1544
"Amphetamines","Ages 35-50","12 Month","estimate",1.2582,0.9206,1.1230,1.0853,1.3724,1.2786,1.5551,1.8175,1.7277,1.8871,2.3234,2.0956,2.261,2.629,2.609,2.4789,1.9742,1.8846,1.8187,1.6328,1.5865,1.5098,1.4910,1.4295,1.6918,1.3688,0.8524,1.4139,1.1108,0.8642,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
