drug,time,grade,year,estimate,LBYear1,LBYear2
Alcohol,10+ Drinks,12th Grade,2016,4.4,1992,
Alcohol,10+ Drinks,12th Grade,2017,6,1992,
Alcohol,10+ Drinks,12th Grade,2018,4.6,1992,
Alcohol,10+ Drinks,12th Grade,2019,5.3,1992,
Alcohol,10+ Drinks,12th Grade,2021,3.2,1992,
Alcohol,10+ Drinks,12th Grade,2022,4.3,1992,
Alcohol,10+ Drinks,12th Grade,2023,2.2,1992,
Alcohol,10+ Drinks,12th Grade,2024,3,1992,
Alcohol,10+ Drinks,8th Grade,2016,1.2,1992,
Alcohol,10+ Drinks,8th Grade,2017,1.1,1992,
Alcohol,10+ Drinks,8th Grade,2018,1.1,1992,
Alcohol,10+ Drinks,8th Grade,2019,1.7,1992,
Alcohol,10+ Drinks,8th Grade,2020,0.9,1992,
Alcohol,10+ Drinks,8th Grade,2021,1,1992,
Alcohol,10+ Drinks,8th Grade,2022,0.6,1992,
Alcohol,10+ Drinks,8th Grade,2023,1.1,1992,
Alcohol,10+ Drinks,8th Grade,2024,0.7,1992,
Alcohol,15+ Drinks,12th Grade,2005,5.7,1992,
Alcohol,15+ Drinks,12th Grade,2006,7.2,1992,
Alcohol,15+ Drinks,12th Grade,2007,5.6,1992,
Alcohol,15+ Drinks,12th Grade,2008,5.6,1992,
Alcohol,15+ Drinks,12th Grade,2009,6,1992,
Alcohol,15+ Drinks,12th Grade,2010,6.3,1992,
Alcohol,15+ Drinks,12th Grade,2011,4.6,1992,
Alcohol,15+ Drinks,12th Grade,2012,5.5,1992,
Alcohol,15+ Drinks,12th Grade,2013,4.4,1992,
Alcohol,15+ Drinks,12th Grade,2014,4.1,1992,
Alcohol,15+ Drinks,12th Grade,2015,3.5,1992,
Alcohol,15+ Drinks,12th Grade,2016,2.3,1992,
Alcohol,15+ Drinks,12th Grade,2017,3.1,1992,
Alcohol,15+ Drinks,12th Grade,2018,2.5,1992,
Alcohol,15+ Drinks,12th Grade,2019,3.2,1992,
Alcohol,15+ Drinks,12th Grade,2021,1.3,1992,
Alcohol,15+ Drinks,12th Grade,2022,2.4,1992,
Alcohol,15+ Drinks,12th Grade,2023,1.7,1992,
Alcohol,15+ Drinks,12th Grade,2024,1.7,1992,
Alcohol,30 Day,10th Grade,1991,42.8,1992,
Alcohol,30 Day,10th Grade,1992,39.9,1992,
Alcohol,30 Day,10th Grade,1993,38.2,1992,
Alcohol,30 Day,10th Grade,1994,39.2,1992,
Alcohol,30 Day,10th Grade,1995,38.8,1992,
Alcohol,30 Day,10th Grade,1996,40.4,1992,
Alcohol,30 Day,10th Grade,1997,40.1,1992,
Alcohol,30 Day,10th Grade,1998,38.8,1992,
Alcohol,30 Day,10th Grade,1999,40,1992,
Alcohol,30 Day,10th Grade,2000,41,1992,
Alcohol,30 Day,10th Grade,2001,39,1992,
Alcohol,30 Day,10th Grade,2002,35.4,1992,
Alcohol,30 Day,10th Grade,2003,35.4,1992,
Alcohol,30 Day,10th Grade,2004,35.2,1992,
Alcohol,30 Day,10th Grade,2005,33.2,1992,
Alcohol,30 Day,10th Grade,2006,33.8,1992,
Alcohol,30 Day,10th Grade,2007,33.4,1992,
Alcohol,30 Day,10th Grade,2008,28.8,1992,
Alcohol,30 Day,10th Grade,2009,30.4,1992,
Alcohol,30 Day,10th Grade,2010,28.9,1992,
Alcohol,30 Day,10th Grade,2011,27.2,1992,
Alcohol,30 Day,10th Grade,2012,27.6,1992,
Alcohol,30 Day,10th Grade,2013,25.7,1992,
Alcohol,30 Day,10th Grade,2014,23.5,1992,
Alcohol,30 Day,10th Grade,2015,21.5,1992,
Alcohol,30 Day,10th Grade,2016,19.9,1992,
Alcohol,30 Day,10th Grade,2017,19.7,1992,
Alcohol,30 Day,10th Grade,2018,18.6,1992,
Alcohol,30 Day,10th Grade,2019,18.4,1992,
Alcohol,30 Day,10th Grade,2020,20.3,1992,
Alcohol,30 Day,10th Grade,2021,13.1,1992,
Alcohol,30 Day,10th Grade,2022,13.6,1992,
Alcohol,30 Day,10th Grade,2023,13.7,1992,
Alcohol,30 Day,10th Grade,2024,11.3,1992,
Alcohol,30 Day,12th Grade,1975,68.2,1992,
Alcohol,30 Day,12th Grade,1976,68.3,1992,
Alcohol,30 Day,12th Grade,1977,71.2,1992,
Alcohol,30 Day,12th Grade,1978,72.1,1992,
Alcohol,30 Day,12th Grade,1979,71.8,1992,
Alcohol,30 Day,12th Grade,1980,72,1992,
Alcohol,30 Day,12th Grade,1981,70.7,1992,
Alcohol,30 Day,12th Grade,1982,69.7,1992,
Alcohol,30 Day,12th Grade,1983,69.4,1992,
Alcohol,30 Day,12th Grade,1984,67.2,1992,
Alcohol,30 Day,12th Grade,1985,65.9,1992,
Alcohol,30 Day,12th Grade,1986,65.3,1992,
Alcohol,30 Day,12th Grade,1987,66.4,1992,
Alcohol,30 Day,12th Grade,1988,63.9,1992,
Alcohol,30 Day,12th Grade,1989,60,1992,
Alcohol,30 Day,12th Grade,1990,57.1,1992,
Alcohol,30 Day,12th Grade,1991,54,1992,
Alcohol,30 Day,12th Grade,1992,51.3,1992,
Alcohol,30 Day,12th Grade,1993,48.6,1992,
Alcohol,30 Day,12th Grade,1994,50.1,1992,
Alcohol,30 Day,12th Grade,1995,51.3,1992,
Alcohol,30 Day,12th Grade,1996,50.8,1992,
Alcohol,30 Day,12th Grade,1997,52.7,1992,
Alcohol,30 Day,12th Grade,1998,52,1992,
Alcohol,30 Day,12th Grade,1999,51,1992,
Alcohol,30 Day,12th Grade,2000,50,1992,
Alcohol,30 Day,12th Grade,2001,49.8,1992,
Alcohol,30 Day,12th Grade,2002,48.6,1992,
Alcohol,30 Day,12th Grade,2003,47.5,1992,
Alcohol,30 Day,12th Grade,2004,48,1992,
Alcohol,30 Day,12th Grade,2005,47,1992,
Alcohol,30 Day,12th Grade,2006,45.3,1992,
Alcohol,30 Day,12th Grade,2007,44.4,1992,
Alcohol,30 Day,12th Grade,2008,43.1,1992,
Alcohol,30 Day,12th Grade,2009,43.5,1992,
Alcohol,30 Day,12th Grade,2010,41.2,1992,
Alcohol,30 Day,12th Grade,2011,40,1992,
Alcohol,30 Day,12th Grade,2012,41.5,1992,
Alcohol,30 Day,12th Grade,2013,39.2,1992,
Alcohol,30 Day,12th Grade,2014,37.4,1992,
Alcohol,30 Day,12th Grade,2015,35.3,1992,
Alcohol,30 Day,12th Grade,2016,33.2,1992,
Alcohol,30 Day,12th Grade,2017,33.2,1992,
Alcohol,30 Day,12th Grade,2018,30.2,1992,
Alcohol,30 Day,12th Grade,2019,29.3,1992,
Alcohol,30 Day,12th Grade,2020,33.6,1992,
Alcohol,30 Day,12th Grade,2021,25.8,1992,
Alcohol,30 Day,12th Grade,2022,28.4,1992,
Alcohol,30 Day,12th Grade,2023,24.3,1992,
Alcohol,30 Day,12th Grade,2024,21.7,1992,
Alcohol,30 Day,8th Grade,1991,25.1,1992,
Alcohol,30 Day,8th Grade,1992,26.1,1992,
Alcohol,30 Day,8th Grade,1993,24.3,1992,
Alcohol,30 Day,8th Grade,1994,25.5,1992,
Alcohol,30 Day,8th Grade,1995,24.6,1992,
Alcohol,30 Day,8th Grade,1996,26.2,1992,
Alcohol,30 Day,8th Grade,1997,24.5,1992,
Alcohol,30 Day,8th Grade,1998,23,1992,
Alcohol,30 Day,8th Grade,1999,24,1992,
Alcohol,30 Day,8th Grade,2000,22.4,1992,
Alcohol,30 Day,8th Grade,2001,21.5,1992,
Alcohol,30 Day,8th Grade,2002,19.6,1992,
Alcohol,30 Day,8th Grade,2003,19.7,1992,
Alcohol,30 Day,8th Grade,2004,18.6,1992,
Alcohol,30 Day,8th Grade,2005,17.1,1992,
Alcohol,30 Day,8th Grade,2006,17.2,1992,
Alcohol,30 Day,8th Grade,2007,15.9,1992,
Alcohol,30 Day,8th Grade,2008,15.9,1992,
Alcohol,30 Day,8th Grade,2009,14.9,1992,
Alcohol,30 Day,8th Grade,2010,13.8,1992,
Alcohol,30 Day,8th Grade,2011,12.7,1992,
Alcohol,30 Day,8th Grade,2012,11,1992,
Alcohol,30 Day,8th Grade,2013,10.2,1992,
Alcohol,30 Day,8th Grade,2014,9,1992,
Alcohol,30 Day,8th Grade,2015,9.7,1992,
Alcohol,30 Day,8th Grade,2016,7.3,1992,
Alcohol,30 Day,8th Grade,2017,8,1992,
Alcohol,30 Day,8th Grade,2018,8.2,1992,
Alcohol,30 Day,8th Grade,2019,7.9,1992,
Alcohol,30 Day,8th Grade,2020,9.9,1992,
Alcohol,30 Day,8th Grade,2021,7.3,1992,
Alcohol,30 Day,8th Grade,2022,6,1992,
Alcohol,30 Day,8th Grade,2023,5.9,1992,
Alcohol,30 Day,8th Grade,2024,4.9,1992,
Alcohol,5+ Drinks,10th Grade,1991,21,1992,
Alcohol,5+ Drinks,10th Grade,1992,19.1,1992,
Alcohol,5+ Drinks,10th Grade,1993,21,1992,
Alcohol,5+ Drinks,10th Grade,1994,21.9,1992,
Alcohol,5+ Drinks,10th Grade,1995,22,1992,
Alcohol,5+ Drinks,10th Grade,1996,22.8,1992,
Alcohol,5+ Drinks,10th Grade,1997,23.1,1992,
Alcohol,5+ Drinks,10th Grade,1998,22.4,1992,
Alcohol,5+ Drinks,10th Grade,1999,23.5,1992,
Alcohol,5+ Drinks,10th Grade,2000,24.1,1992,
Alcohol,5+ Drinks,10th Grade,2001,22.8,1992,
Alcohol,5+ Drinks,10th Grade,2002,20.3,1992,
Alcohol,5+ Drinks,10th Grade,2003,20,1992,
Alcohol,5+ Drinks,10th Grade,2004,19.9,1992,
Alcohol,5+ Drinks,10th Grade,2005,19,1992,
Alcohol,5+ Drinks,10th Grade,2006,19.9,1992,
Alcohol,5+ Drinks,10th Grade,2007,19.6,1992,
Alcohol,5+ Drinks,10th Grade,2008,16,1992,
Alcohol,5+ Drinks,10th Grade,2009,17.5,1992,
Alcohol,5+ Drinks,10th Grade,2010,16.3,1992,
Alcohol,5+ Drinks,10th Grade,2011,14.7,1992,
Alcohol,5+ Drinks,10th Grade,2012,15.6,1992,
Alcohol,5+ Drinks,10th Grade,2013,13.7,1992,
Alcohol,5+ Drinks,10th Grade,2014,12.6,1992,
Alcohol,5+ Drinks,10th Grade,2015,10.9,1992,
Alcohol,5+ Drinks,10th Grade,2016,9.7,1992,
Alcohol,5+ Drinks,10th Grade,2017,9.8,1992,
Alcohol,5+ Drinks,10th Grade,2018,8.7,1992,
Alcohol,5+ Drinks,10th Grade,2019,8.5,1992,
Alcohol,5+ Drinks,10th Grade,2020,9.6,1992,
Alcohol,5+ Drinks,10th Grade,2021,5.9,1992,
Alcohol,5+ Drinks,10th Grade,2022,5.9,1992,
Alcohol,5+ Drinks,10th Grade,2023,5.4,1992,
Alcohol,5+ Drinks,10th Grade,2024,4.7,1992,
Alcohol,5+ Drinks,12th Grade,1975,36.8,1992,
Alcohol,5+ Drinks,12th Grade,1976,37.1,1992,
Alcohol,5+ Drinks,12th Grade,1977,39.4,1992,
Alcohol,5+ Drinks,12th Grade,1978,40.3,1992,
Alcohol,5+ Drinks,12th Grade,1979,41.2,1992,
Alcohol,5+ Drinks,12th Grade,1980,41.2,1992,
Alcohol,5+ Drinks,12th Grade,1981,41.4,1992,
Alcohol,5+ Drinks,12th Grade,1982,40.5,1992,
Alcohol,5+ Drinks,12th Grade,1983,40.8,1992,
Alcohol,5+ Drinks,12th Grade,1984,38.7,1992,
Alcohol,5+ Drinks,12th Grade,1985,36.7,1992,
Alcohol,5+ Drinks,12th Grade,1986,36.8,1992,
Alcohol,5+ Drinks,12th Grade,1987,37.5,1992,
Alcohol,5+ Drinks,12th Grade,1988,34.7,1992,
Alcohol,5+ Drinks,12th Grade,1989,33,1992,
Alcohol,5+ Drinks,12th Grade,1990,32.2,1992,
Alcohol,5+ Drinks,12th Grade,1991,29.8,1992,
Alcohol,5+ Drinks,12th Grade,1992,27.9,1992,
Alcohol,5+ Drinks,12th Grade,1993,27.5,1992,
Alcohol,5+ Drinks,12th Grade,1994,28.2,1992,
Alcohol,5+ Drinks,12th Grade,1995,29.8,1992,
Alcohol,5+ Drinks,12th Grade,1996,30.2,1992,
Alcohol,5+ Drinks,12th Grade,1997,31.3,1992,
Alcohol,5+ Drinks,12th Grade,1998,31.5,1992,
Alcohol,5+ Drinks,12th Grade,1999,30.8,1992,
Alcohol,5+ Drinks,12th Grade,2000,30,1992,
Alcohol,5+ Drinks,12th Grade,2001,29.7,1992,
Alcohol,5+ Drinks,12th Grade,2002,28.6,1992,
Alcohol,5+ Drinks,12th Grade,2003,27.9,1992,
Alcohol,5+ Drinks,12th Grade,2004,29.2,1992,
Alcohol,5+ Drinks,12th Grade,2005,27.1,1992,
Alcohol,5+ Drinks,12th Grade,2006,25.4,1992,
Alcohol,5+ Drinks,12th Grade,2007,25.9,1992,
Alcohol,5+ Drinks,12th Grade,2008,24.6,1992,
Alcohol,5+ Drinks,12th Grade,2009,25.2,1992,
Alcohol,5+ Drinks,12th Grade,2010,23.2,1992,
Alcohol,5+ Drinks,12th Grade,2011,21.6,1992,
Alcohol,5+ Drinks,12th Grade,2012,23.7,1992,
Alcohol,5+ Drinks,12th Grade,2013,22.1,1992,
Alcohol,5+ Drinks,12th Grade,2014,19.4,1992,
Alcohol,5+ Drinks,12th Grade,2015,17.2,1992,
Alcohol,5+ Drinks,12th Grade,2016,15.5,1992,
Alcohol,5+ Drinks,12th Grade,2017,16.6,1992,
Alcohol,5+ Drinks,12th Grade,2018,13.8,1992,
Alcohol,5+ Drinks,12th Grade,2019,14.4,1992,
Alcohol,5+ Drinks,12th Grade,2020,16.8,1992,
Alcohol,5+ Drinks,12th Grade,2021,11.8,1992,
Alcohol,5+ Drinks,12th Grade,2022,12.6,1992,
Alcohol,5+ Drinks,12th Grade,2023,10.2,1992,
Alcohol,5+ Drinks,12th Grade,2024,8.8,1992,
Alcohol,5+ Drinks,8th Grade,1991,10.9,1992,
Alcohol,5+ Drinks,8th Grade,1992,11.3,1992,
Alcohol,5+ Drinks,8th Grade,1993,11.3,1992,
Alcohol,5+ Drinks,8th Grade,1994,12.1,1992,
Alcohol,5+ Drinks,8th Grade,1995,12.3,1992,
Alcohol,5+ Drinks,8th Grade,1996,13.3,1992,
Alcohol,5+ Drinks,8th Grade,1997,12.3,1992,
Alcohol,5+ Drinks,8th Grade,1998,11.5,1992,
Alcohol,5+ Drinks,8th Grade,1999,13.1,1992,
Alcohol,5+ Drinks,8th Grade,2000,11.7,1992,
Alcohol,5+ Drinks,8th Grade,2001,11,1992,
Alcohol,5+ Drinks,8th Grade,2002,10.3,1992,
Alcohol,5+ Drinks,8th Grade,2003,9.8,1992,
Alcohol,5+ Drinks,8th Grade,2004,9.4,1992,
Alcohol,5+ Drinks,8th Grade,2005,8.4,1992,
Alcohol,5+ Drinks,8th Grade,2006,8.7,1992,
Alcohol,5+ Drinks,8th Grade,2007,8.3,1992,
Alcohol,5+ Drinks,8th Grade,2008,8.1,1992,
Alcohol,5+ Drinks,8th Grade,2009,7.8,1992,
Alcohol,5+ Drinks,8th Grade,2010,7.2,1992,
Alcohol,5+ Drinks,8th Grade,2011,6.4,1992,
Alcohol,5+ Drinks,8th Grade,2012,5.1,1992,
Alcohol,5+ Drinks,8th Grade,2013,5.1,1992,
Alcohol,5+ Drinks,8th Grade,2014,4.1,1992,
Alcohol,5+ Drinks,8th Grade,2015,4.6,1992,
Alcohol,5+ Drinks,8th Grade,2016,3.4,1992,
Alcohol,5+ Drinks,8th Grade,2017,3.7,1992,
Alcohol,5+ Drinks,8th Grade,2018,3.7,1992,
Alcohol,5+ Drinks,8th Grade,2019,3.8,1992,
Alcohol,5+ Drinks,8th Grade,2020,4.5,1992,
Alcohol,5+ Drinks,8th Grade,2021,2.8,1992,
Alcohol,5+ Drinks,8th Grade,2022,2.2,1992,
Alcohol,5+ Drinks,8th Grade,2023,2,1992,
Alcohol,5+ Drinks,8th Grade,2024,1.7,1992,
Alcohol,12 Month,10th Grade,1991,72.3,1992,
Alcohol,12 Month,10th Grade,1992,70.2,1992,
Alcohol,12 Month,10th Grade,1993,63.4,1992,
Alcohol,12 Month,10th Grade,1994,63.9,1992,
Alcohol,12 Month,10th Grade,1995,63.5,1992,
Alcohol,12 Month,10th Grade,1996,65,1992,
Alcohol,12 Month,10th Grade,1997,65.2,1992,
Alcohol,12 Month,10th Grade,1998,62.7,1992,
Alcohol,12 Month,10th Grade,1999,63.7,1992,
Alcohol,12 Month,10th Grade,2000,65.3,1992,
Alcohol,12 Month,10th Grade,2001,63.5,1992,
Alcohol,12 Month,10th Grade,2002,60,1992,
Alcohol,12 Month,10th Grade,2003,59.3,1992,
Alcohol,12 Month,10th Grade,2004,58.2,1992,
Alcohol,12 Month,10th Grade,2005,56.7,1992,
Alcohol,12 Month,10th Grade,2006,55.8,1992,
Alcohol,12 Month,10th Grade,2007,56.3,1992,
Alcohol,12 Month,10th Grade,2008,52.5,1992,
Alcohol,12 Month,10th Grade,2009,52.8,1992,
Alcohol,12 Month,10th Grade,2010,52.1,1992,
Alcohol,12 Month,10th Grade,2011,49.8,1992,
Alcohol,12 Month,10th Grade,2012,48.5,1992,
Alcohol,12 Month,10th Grade,2013,47.1,1992,
Alcohol,12 Month,10th Grade,2014,44,1992,
Alcohol,12 Month,10th Grade,2015,41.9,1992,
Alcohol,12 Month,10th Grade,2016,38.3,1992,
Alcohol,12 Month,10th Grade,2017,37.7,1992,
Alcohol,12 Month,10th Grade,2018,37.8,1992,
Alcohol,12 Month,10th Grade,2019,37.7,1992,
Alcohol,12 Month,10th Grade,2020,40.7,1992,
Alcohol,12 Month,10th Grade,2021,28.5,1992,
Alcohol,12 Month,10th Grade,2022,31.3,1992,
Alcohol,12 Month,10th Grade,2023,30.6,1992,
Alcohol,12 Month,10th Grade,2024,26.1,1992,
Alcohol,12 Month,12th Grade,1975,84.8,1992,
Alcohol,12 Month,12th Grade,1976,85.7,1992,
Alcohol,12 Month,12th Grade,1977,87,1992,
Alcohol,12 Month,12th Grade,1978,87.7,1992,
Alcohol,12 Month,12th Grade,1979,88.1,1992,
Alcohol,12 Month,12th Grade,1980,87.9,1992,
Alcohol,12 Month,12th Grade,1981,87,1992,
Alcohol,12 Month,12th Grade,1982,86.8,1992,
Alcohol,12 Month,12th Grade,1983,87.3,1992,
Alcohol,12 Month,12th Grade,1984,86,1992,
Alcohol,12 Month,12th Grade,1985,85.6,1992,
Alcohol,12 Month,12th Grade,1986,84.5,1992,
Alcohol,12 Month,12th Grade,1987,85.7,1992,
Alcohol,12 Month,12th Grade,1988,85.3,1992,
Alcohol,12 Month,12th Grade,1989,82.7,1992,
Alcohol,12 Month,12th Grade,1990,80.6,1992,
Alcohol,12 Month,12th Grade,1991,77.7,1992,
Alcohol,12 Month,12th Grade,1992,76.8,1992,
Alcohol,12 Month,12th Grade,1993,72.7,1992,
Alcohol,12 Month,12th Grade,1994,73,1992,
Alcohol,12 Month,12th Grade,1995,73.7,1992,
Alcohol,12 Month,12th Grade,1996,72.5,1992,
Alcohol,12 Month,12th Grade,1997,74.8,1992,
Alcohol,12 Month,12th Grade,1998,74.3,1992,
Alcohol,12 Month,12th Grade,1999,73.8,1992,
Alcohol,12 Month,12th Grade,2000,73.2,1992,
Alcohol,12 Month,12th Grade,2001,73.3,1992,
Alcohol,12 Month,12th Grade,2002,71.5,1992,
Alcohol,12 Month,12th Grade,2003,70.1,1992,
Alcohol,12 Month,12th Grade,2004,70.6,1992,
Alcohol,12 Month,12th Grade,2005,68.6,1992,
Alcohol,12 Month,12th Grade,2006,66.5,1992,
Alcohol,12 Month,12th Grade,2007,66.4,1992,
Alcohol,12 Month,12th Grade,2008,65.5,1992,
Alcohol,12 Month,12th Grade,2009,66.2,1992,
Alcohol,12 Month,12th Grade,2010,65.2,1992,
Alcohol,12 Month,12th Grade,2011,63.5,1992,
Alcohol,12 Month,12th Grade,2012,63.5,1992,
Alcohol,12 Month,12th Grade,2013,62,1992,
Alcohol,12 Month,12th Grade,2014,60.2,1992,
Alcohol,12 Month,12th Grade,2015,58.2,1992,
Alcohol,12 Month,12th Grade,2016,55.6,1992,
Alcohol,12 Month,12th Grade,2017,55.7,1992,
Alcohol,12 Month,12th Grade,2018,53.3,1992,
Alcohol,12 Month,12th Grade,2019,52.1,1992,
Alcohol,12 Month,12th Grade,2020,55.3,1992,
Alcohol,12 Month,12th Grade,2021,46.5,1992,
Alcohol,12 Month,12th Grade,2022,51.9,1992,
Alcohol,12 Month,12th Grade,2023,45.7,1992,
Alcohol,12 Month,12th Grade,2024,41.7,1992,
Alcohol,12 Month,8th Grade,1991,54,1992,
Alcohol,12 Month,8th Grade,1992,53.7,1992,
Alcohol,12 Month,8th Grade,1993,45.4,1992,
Alcohol,12 Month,8th Grade,1994,46.8,1992,
Alcohol,12 Month,8th Grade,1995,45.3,1992,
Alcohol,12 Month,8th Grade,1996,46.5,1992,
Alcohol,12 Month,8th Grade,1997,45.5,1992,
Alcohol,12 Month,8th Grade,1998,43.7,1992,
Alcohol,12 Month,8th Grade,1999,43.5,1992,
Alcohol,12 Month,8th Grade,2000,43.1,1992,
Alcohol,12 Month,8th Grade,2001,41.9,1992,
Alcohol,12 Month,8th Grade,2002,38.7,1992,
Alcohol,12 Month,8th Grade,2003,37.2,1992,
Alcohol,12 Month,8th Grade,2004,36.7,1992,
Alcohol,12 Month,8th Grade,2005,33.9,1992,
Alcohol,12 Month,8th Grade,2006,33.6,1992,
Alcohol,12 Month,8th Grade,2007,31.8,1992,
Alcohol,12 Month,8th Grade,2008,32.1,1992,
Alcohol,12 Month,8th Grade,2009,30.3,1992,
Alcohol,12 Month,8th Grade,2010,29.3,1992,
Alcohol,12 Month,8th Grade,2011,26.9,1992,
Alcohol,12 Month,8th Grade,2012,23.6,1992,
Alcohol,12 Month,8th Grade,2013,22.1,1992,
Alcohol,12 Month,8th Grade,2014,20.8,1992,
Alcohol,12 Month,8th Grade,2015,21,1992,
Alcohol,12 Month,8th Grade,2016,17.6,1992,
Alcohol,12 Month,8th Grade,2017,18.2,1992,
Alcohol,12 Month,8th Grade,2018,18.7,1992,
Alcohol,12 Month,8th Grade,2019,19.3,1992,
Alcohol,12 Month,8th Grade,2020,20.5,1992,
Alcohol,12 Month,8th Grade,2021,17.2,1992,
Alcohol,12 Month,8th Grade,2022,15.2,1992,
Alcohol,12 Month,8th Grade,2023,15.1,1992,
Alcohol,12 Month,8th Grade,2024,12.9,1992,
Alcohol,Daily,10th Grade,1991,1.3,1992,
Alcohol,Daily,10th Grade,1992,1.2,1992,
Alcohol,Daily,10th Grade,1993,1.8,1992,
Alcohol,Daily,10th Grade,1994,1.7,1992,
Alcohol,Daily,10th Grade,1995,1.7,1992,
Alcohol,Daily,10th Grade,1996,1.6,1992,
Alcohol,Daily,10th Grade,1997,1.7,1992,
Alcohol,Daily,10th Grade,1998,1.9,1992,
Alcohol,Daily,10th Grade,1999,1.9,1992,
Alcohol,Daily,10th Grade,2000,1.8,1992,
Alcohol,Daily,10th Grade,2001,1.9,1992,
Alcohol,Daily,10th Grade,2002,1.8,1992,
Alcohol,Daily,10th Grade,2003,1.5,1992,
Alcohol,Daily,10th Grade,2004,1.3,1992,
Alcohol,Daily,10th Grade,2005,1.3,1992,
Alcohol,Daily,10th Grade,2006,1.4,1992,
Alcohol,Daily,10th Grade,2007,1.4,1992,
Alcohol,Daily,10th Grade,2008,1,1992,
Alcohol,Daily,10th Grade,2009,1.1,1992,
Alcohol,Daily,10th Grade,2010,1.1,1992,
Alcohol,Daily,10th Grade,2011,0.8,1992,
Alcohol,Daily,10th Grade,2012,1,1992,
Alcohol,Daily,10th Grade,2013,0.9,1992,
Alcohol,Daily,10th Grade,2014,0.8,1992,
Alcohol,Daily,10th Grade,2015,0.5,1992,
Alcohol,Daily,10th Grade,2016,0.5,1992,
Alcohol,Daily,10th Grade,2017,0.6,1992,
Alcohol,Daily,10th Grade,2018,0.5,1992,
Alcohol,Daily,10th Grade,2019,0.6,1992,
Alcohol,Daily,10th Grade,2020,1,1992,
Alcohol,Daily,10th Grade,2021,0.4,1992,
Alcohol,Daily,10th Grade,2022,0.4,1992,
Alcohol,Daily,10th Grade,2023,0.4,1992,
Alcohol,Daily,10th Grade,2024,0.6,1992,
Alcohol,Daily,12th Grade,1975,5.7,1992,
Alcohol,Daily,12th Grade,1976,5.6,1992,
Alcohol,Daily,12th Grade,1977,6.1,1992,
Alcohol,Daily,12th Grade,1978,5.7,1992,
Alcohol,Daily,12th Grade,1979,6.9,1992,
Alcohol,Daily,12th Grade,1980,6,1992,
Alcohol,Daily,12th Grade,1981,6,1992,
Alcohol,Daily,12th Grade,1982,5.7,1992,
Alcohol,Daily,12th Grade,1983,5.5,1992,
Alcohol,Daily,12th Grade,1984,4.8,1992,
Alcohol,Daily,12th Grade,1985,5,1992,
Alcohol,Daily,12th Grade,1986,4.8,1992,
Alcohol,Daily,12th Grade,1987,4.8,1992,
Alcohol,Daily,12th Grade,1988,4.2,1992,
Alcohol,Daily,12th Grade,1989,4.2,1992,
Alcohol,Daily,12th Grade,1990,3.7,1992,
Alcohol,Daily,12th Grade,1991,3.6,1992,
Alcohol,Daily,12th Grade,1992,3.4,1992,
Alcohol,Daily,12th Grade,1993,3.4,1992,
Alcohol,Daily,12th Grade,1994,2.9,1992,
Alcohol,Daily,12th Grade,1995,3.5,1992,
Alcohol,Daily,12th Grade,1996,3.7,1992,
Alcohol,Daily,12th Grade,1997,3.9,1992,
Alcohol,Daily,12th Grade,1998,3.9,1992,
Alcohol,Daily,12th Grade,1999,3.4,1992,
Alcohol,Daily,12th Grade,2000,2.9,1992,
Alcohol,Daily,12th Grade,2001,3.6,1992,
Alcohol,Daily,12th Grade,2002,3.5,1992,
Alcohol,Daily,12th Grade,2003,3.2,1992,
Alcohol,Daily,12th Grade,2004,2.8,1992,
Alcohol,Daily,12th Grade,2005,3.1,1992,
Alcohol,Daily,12th Grade,2006,3,1992,
Alcohol,Daily,12th Grade,2007,3.1,1992,
Alcohol,Daily,12th Grade,2008,2.8,1992,
Alcohol,Daily,12th Grade,2009,2.5,1992,
Alcohol,Daily,12th Grade,2010,2.7,1992,
Alcohol,Daily,12th Grade,2011,2.1,1992,
Alcohol,Daily,12th Grade,2012,2.5,1992,
Alcohol,Daily,12th Grade,2013,2.2,1992,
Alcohol,Daily,12th Grade,2014,1.9,1992,
Alcohol,Daily,12th Grade,2015,1.9,1992,
Alcohol,Daily,12th Grade,2016,1.3,1992,
Alcohol,Daily,12th Grade,2017,1.6,1992,
Alcohol,Daily,12th Grade,2018,1.2,1992,
Alcohol,Daily,12th Grade,2019,1.7,1992,
Alcohol,Daily,12th Grade,2020,2.7,1992,
Alcohol,Daily,12th Grade,2021,0.9,1992,
Alcohol,Daily,12th Grade,2022,1.5,1992,
Alcohol,Daily,12th Grade,2023,0.9,1992,
Alcohol,Daily,12th Grade,2024,0.9,1992,
Alcohol,Daily,8th Grade,1991,0.5,1992,
Alcohol,Daily,8th Grade,1992,0.6,1992,
Alcohol,Daily,8th Grade,1993,1,1992,
Alcohol,Daily,8th Grade,1994,1,1992,
Alcohol,Daily,8th Grade,1995,0.7,1992,
Alcohol,Daily,8th Grade,1996,1,1992,
Alcohol,Daily,8th Grade,1997,0.8,1992,
Alcohol,Daily,8th Grade,1998,0.9,1992,
Alcohol,Daily,8th Grade,1999,1,1992,
Alcohol,Daily,8th Grade,2000,0.8,1992,
Alcohol,Daily,8th Grade,2001,0.9,1992,
Alcohol,Daily,8th Grade,2002,0.7,1992,
Alcohol,Daily,8th Grade,2003,0.8,1992,
Alcohol,Daily,8th Grade,2004,0.6,1992,
Alcohol,Daily,8th Grade,2005,0.5,1992,
