grade,time,drug,year,attitude,estimate,LBYear1
8th Grade,Once or Twice,Heroin Without a Needle,2018,Disapproval,85.493033882,2019
8th Grade,Once or Twice,Heroin Without a Needle,2019,Disapproval,86.724372379,2019
8th Grade,Once or Twice,Heroin Without a Needle,2021,Disapproval,82.381900246,2019
8th Grade,Once or Twice,Heroin Without a Needle,2022,Disapproval,82.187967913,2019
10th Grade,Once or Twice,Heroin Without a Needle,1995,Disapproval,89.693832906,2019
10th Grade,Once or Twice,Heroin Without a Needle,1996,Disapproval,89.4855051,2019
10th Grade,Once or Twice,Heroin Without a Needle,1997,Disapproval,89.074029506,2019
10th Grade,Once or Twice,Heroin Without a Needle,1998,Disapproval,88.630705418,2019
10th Grade,Once or Twice,Heroin Without a Needle,1999,Disapproval,90.052089177,2019
10th Grade,Once or Twice,Heroin Without a Needle,2000,Disapproval,90.126503087,2019
10th Grade,Once or Twice,Heroin Without a Needle,2001,Disapproval,89.083638209,2019
10th Grade,Once or Twice,Heroin Without a Needle,2002,Disapproval,89.210661495,2019
10th Grade,Once or Twice,Heroin Without a Needle,2003,Disapproval,89.265213516,2019
10th Grade,Once or Twice,Heroin Without a Needle,2004,Disapproval,90.098993993,2019
10th Grade,Once or Twice,Heroin Without a Needle,2005,Disapproval,90.248796248,2019
10th Grade,Once or Twice,Heroin Without a Needle,2006,Disapproval,91.094741464,2019
10th Grade,Once or Twice,Heroin Without a Needle,2007,Disapproval,90.74783558,2019
10th Grade,Once or Twice,Heroin Without a Needle,2008,Disapproval,91.413152484,2019
10th Grade,Once or Twice,Heroin Without a Needle,2009,Disapproval,91.637192257,2019
10th Grade,Once or Twice,Heroin Without a Needle,2010,Disapproval,91.382503907,2019
10th Grade,Once or Twice,Heroin Without a Needle,2011,Disapproval,91.58172605,2019
10th Grade,Once or Twice,Heroin Without a Needle,2012,Disapproval,91.932153387,2019
10th Grade,Once or Twice,Heroin Without a Needle,2013,Disapproval,91.267938697,2019
10th Grade,Once or Twice,Heroin Without a Needle,2014,Disapproval,91.896097212,2019
10th Grade,Once or Twice,Heroin Without a Needle,2015,Disapproval,91.650545519,2019
10th Grade,Once or Twice,Heroin Without a Needle,2016,Disapproval,90.152870836,2019
10th Grade,Once or Twice,Heroin Without a Needle,2017,Disapproval,89.657356264,2019
10th Grade,Once or Twice,Heroin Without a Needle,2018,Disapproval,90.597075803,2019
10th Grade,Once or Twice,Heroin Without a Needle,2019,Disapproval,91.520531272,2019
10th Grade,Once or Twice,Heroin Without a Needle,2021,Disapproval,89.536770659,2019
10th Grade,Once or Twice,Heroin Without a Needle,2022,Disapproval,87.604546427,2019
12th Grade,Once or Twice,Heroin Without a Needle,1995,Disapproval,92.85635024,2019
12th Grade,Once or Twice,Heroin Without a Needle,1996,Disapproval,90.814121974,2019
12th Grade,Once or Twice,Heroin Without a Needle,1997,Disapproval,92.250959234,2019
12th Grade,Once or Twice,Heroin Without a Needle,1998,Disapproval,92.953902151,2019
12th Grade,Once or Twice,Heroin Without a Needle,1999,Disapproval,92.646912901,2019
12th Grade,Once or Twice,Heroin Without a Needle,2000,Disapproval,94.043432844,2019
12th Grade,Once or Twice,Heroin Without a Needle,2001,Disapproval,91.702916564,2019
12th Grade,Once or Twice,Heroin Without a Needle,2002,Disapproval,93.058750384,2019
12th Grade,Once or Twice,Heroin Without a Needle,2003,Disapproval,92.187619031,2019
12th Grade,Once or Twice,Heroin Without a Needle,2004,Disapproval,93.122540959,2019
12th Grade,Once or Twice,Heroin Without a Needle,2005,Disapproval,93.203565087,2019
12th Grade,Once or Twice,Heroin Without a Needle,2006,Disapproval,93.662791806,2019
12th Grade,Once or Twice,Heroin Without a Needle,2007,Disapproval,93.592753648,2019
12th Grade,Once or Twice,Heroin Without a Needle,2008,Disapproval,94.23654328,2019
12th Grade,Once or Twice,Heroin Without a Needle,2009,Disapproval,94.676491922,2019
12th Grade,Once or Twice,Heroin Without a Needle,2010,Disapproval,93.191663627,2019
12th Grade,Once or Twice,Heroin Without a Needle,2011,Disapproval,92.649215043,2019
12th Grade,Once or Twice,Heroin Without a Needle,2012,Disapproval,95.19773575,2019
12th Grade,Once or Twice,Heroin Without a Needle,2013,Disapproval,93.742017128,2019
12th Grade,Once or Twice,Heroin Without a Needle,2014,Disapproval,92.468214657,2019
12th Grade,Once or Twice,Heroin Without a Needle,2015,Disapproval,92.585247656,2019
12th Grade,Once or Twice,Heroin Without a Needle,2016,Disapproval,93.835051318,2019
12th Grade,Once or Twice,Heroin Without a Needle,2017,Disapproval,93.252529563,2019
12th Grade,Once or Twice,Heroin Without a Needle,2018,Disapproval,93.006443484,2019
12th Grade,Once or Twice,Heroin Without a Needle,2019,Disapproval,95.185963793,2019
12th Grade,Once or Twice,Heroin Without a Needle,2021,Disapproval,93.408739433,2019
12th Grade,Once or Twice,Heroin Without a Needle,2022,Disapproval,93.13273598,2019
8th Grade,Occasionally,Heroin Without a Needle,1995,Disapproval,88.490809641,2019
8th Grade,Occasionally,Heroin Without a Needle,1996,Disapproval,87.730139042,2019
8th Grade,Occasionally,Heroin Without a Needle,1997,Disapproval,90.079266205,2019
8th Grade,Occasionally,Heroin Without a Needle,1998,Disapproval,89.668340389,2019
8th Grade,Occasionally,Heroin Without a Needle,1999,Disapproval,90.169916302,2019
8th Grade,Occasionally,Heroin Without a Needle,2000,Disapproval,88.937930822,2019
8th Grade,Occasionally,Heroin Without a Needle,2001,Disapproval,88.876618558,2019
8th Grade,Occasionally,Heroin Without a Needle,2002,Disapproval,89.573441956,2019
8th Grade,Occasionally,Heroin Without a Needle,2003,Disapproval,89.009377002,2019
8th Grade,Occasionally,Heroin Without a Needle,2004,Disapproval,88.550831235,2019
8th Grade,Occasionally,Heroin Without a Needle,2005,Disapproval,88.520051465,2019
8th Grade,Occasionally,Heroin Without a Needle,2006,Disapproval,88.510739036,2019
8th Grade,Occasionally,Heroin Without a Needle,2007,Disapproval,89.677487833,2019
8th Grade,Occasionally,Heroin Without a Needle,2008,Disapproval,88.169877888,2019
8th Grade,Occasionally,Heroin Without a Needle,2009,Disapproval,90.078987393,2019
8th Grade,Occasionally,Heroin Without a Needle,2010,Disapproval,90.568557001,2019
8th Grade,Occasionally,Heroin Without a Needle,2011,Disapproval,88.966471261,2019
8th Grade,Occasionally,Heroin Without a Needle,2012,Disapproval,87.744621221,2019
8th Grade,Occasionally,Heroin Without a Needle,2013,Disapproval,88.183846708,2019
8th Grade,Occasionally,Heroin Without a Needle,2014,Disapproval,88.116586728,2019
8th Grade,Occasionally,Heroin Without a Needle,2015,Disapproval,87.974791959,2019
8th Grade,Occasionally,Heroin Without a Needle,2016,Disapproval,86.686455121,2019
8th Grade,Occasionally,Heroin Without a Needle,2017,Disapproval,88.720285414,2019
8th Grade,Occasionally,Heroin Without a Needle,2018,Disapproval,86.795223952,2019
8th Grade,Occasionally,Heroin Without a Needle,2019,Disapproval,87.118740695,2019
8th Grade,Occasionally,Heroin Without a Needle,2021,Disapproval,83.957823515,2019
8th Grade,Occasionally,Heroin Without a Needle,2022,Disapproval,83.060128711,2019
10th Grade,Occasionally,Heroin Without a Needle,1995,Disapproval,91.568863907,2019
10th Grade,Occasionally,Heroin Without a Needle,1996,Disapproval,91.704692395,2019
10th Grade,Occasionally,Heroin Without a Needle,1997,Disapproval,91.390985581,2019
10th Grade,Occasionally,Heroin Without a Needle,1998,Disapproval,90.534038236,2019
10th Grade,Occasionally,Heroin Without a Needle,1999,Disapproval,91.840118683,2019
10th Grade,Occasionally,Heroin Without a Needle,2000,Disapproval,92.308430278,2019
10th Grade,Occasionally,Heroin Without a Needle,2001,Disapproval,90.779520997,2019
10th Grade,Occasionally,Heroin Without a Needle,2002,Disapproval,90.707393711,2019
10th Grade,Occasionally,Heroin Without a Needle,2003,Disapproval,90.609614118,2019
10th Grade,Occasionally,Heroin Without a Needle,2004,Disapproval,91.821276935,2019
10th Grade,Occasionally,Heroin Without a Needle,2005,Disapproval,92.03652532,2019
10th Grade,Occasionally,Heroin Without a Needle,2006,Disapproval,92.469364311,2019
10th Grade,Occasionally,Heroin Without a Needle,2007,Disapproval,92.512190253,2019
10th Grade,Occasionally,Heroin Without a Needle,2008,Disapproval,92.451512082,2019
10th Grade,Occasionally,Heroin Without a Needle,2009,Disapproval,93.048772438,2019
10th Grade,Occasionally,Heroin Without a Needle,2010,Disapproval,92.397510642,2019
10th Grade,Occasionally,Heroin Without a Needle,2011,Disapproval,92.392437041,2019
10th Grade,Occasionally,Heroin Without a Needle,2012,Disapproval,92.888281565,2019
10th Grade,Occasionally,Heroin Without a Needle,2013,Disapproval,92.315151327,2019
10th Grade,Occasionally,Heroin Without a Needle,2014,Disapproval,92.684037799,2019
10th Grade,Occasionally,Heroin Without a Needle,2015,Disapproval,92.669345767,2019
10th Grade,Occasionally,Heroin Without a Needle,2016,Disapproval,90.918707319,2019
10th Grade,Occasionally,Heroin Without a Needle,2017,Disapproval,90.464311968,2019
10th Grade,Occasionally,Heroin Without a Needle,2018,Disapproval,91.213311832,2019
10th Grade,Occasionally,Heroin Without a Needle,2019,Disapproval,92.056466518,2019
10th Grade,Occasionally,Heroin Without a Needle,2021,Disapproval,90.329955928,2019
10th Grade,Occasionally,Heroin Without a Needle,2022,Disapproval,88.520695879,2019
12th Grade,Occasionally,Heroin Without a Needle,1995,Disapproval,94.650618218,2019
12th Grade,Occasionally,Heroin Without a Needle,1996,Disapproval,93.209578484,2019
12th Grade,Occasionally,Heroin Without a Needle,1997,Disapproval,94.407266719,2019
12th Grade,Occasionally,Heroin Without a Needle,1998,Disapproval,94.315113867,2019
12th Grade,Occasionally,Heroin Without a Needle,1999,Disapproval,93.824697214,2019
12th Grade,Occasionally,Heroin Without a Needle,2000,Disapproval,95.193825271,2019
12th Grade,Occasionally,Heroin Without a Needle,2001,Disapproval,93.446725102,2019
12th Grade,Occasionally,Heroin Without a Needle,2002,Disapproval,94.350868842,2019
12th Grade,Occasionally,Heroin Without a Needle,2003,Disapproval,93.506643636,2019
12th Grade,Occasionally,Heroin Without a Needle,2004,Disapproval,94.419907407,2019
12th Grade,Occasionally,Heroin Without a Needle,2005,Disapproval,94.95017107,2019
12th Grade,Occasionally,Heroin Without a Needle,2006,Disapproval,94.462050736,2019
12th Grade,Occasionally,Heroin Without a Needle,2007,Disapproval,94.921989898,2019
12th Grade,Occasionally,Heroin Without a Needle,2008,Disapproval,95.33688983,2019
12th Grade,Occasionally,Heroin Without a Needle,2009,Disapproval,95.450753275,2019
12th Grade,Occasionally,Heroin Without a Needle,2010,Disapproval,94.538533644,2019
12th Grade,Occasionally,Heroin Without a Needle,2011,Disapproval,94.06084022,2019
12th Grade,Occasionally,Heroin Without a Needle,2012,Disapproval,95.85985687,2019
12th Grade,Occasionally,Heroin Without a Needle,2013,Disapproval,94.57215297,2019
12th Grade,Occasionally,Heroin Without a Needle,2014,Disapproval,93.532498559,2019
12th Grade,Occasionally,Heroin Without a Needle,2015,Disapproval,92.837814008,2019
12th Grade,Occasionally,Heroin Without a Needle,2016,Disapproval,93.983536273,2019
12th Grade,Occasionally,Heroin Without a Needle,2017,Disapproval,93.82288076,2019
12th Grade,Occasionally,Heroin Without a Needle,2018,Disapproval,93.41927846,2019
12th Grade,Occasionally,Heroin Without a Needle,2019,Disapproval,95.396358026,2019
12th Grade,Occasionally,Heroin Without a Needle,2021,Disapproval,93.853487662,2019
12th Grade,Occasionally,Heroin Without a Needle,2022,Disapproval,93.817777173,2019
8th Grade,Once or Twice,Inhalants,1991,Disapproval,84.879442233,2019
8th Grade,Once or Twice,Inhalants,1992,Disapproval,84.029148558,2019
8th Grade,Once or Twice,Inhalants,1993,Disapproval,82.460238347,2019
8th Grade,Once or Twice,Inhalants,1994,Disapproval,81.635569441,2019
8th Grade,Once or Twice,Inhalants,1995,Disapproval,81.767397071,2019
8th Grade,Once or Twice,Inhalants,1996,Disapproval,82.868775932,2019
8th Grade,Once or Twice,Inhalants,1997,Disapproval,84.111976961,2019
8th Grade,Once or Twice,Inhalants,1998,Disapproval,82.999079777,2019
8th Grade,Once or Twice,Inhalants,1999,Disapproval,85.160197541,2019
8th Grade,Once or Twice,Inhalants,2000,Disapproval,85.354002605,2019
8th Grade,Once or Twice,Inhalants,2001,Disapproval,86.607763579,2019
8th Grade,Once or Twice,Inhalants,2002,Disapproval,86.126805078,2019
8th Grade,Once or Twice,Inhalants,2003,Disapproval,85.130865349,2019
8th Grade,Once or Twice,Inhalants,2004,Disapproval,85.074197221,2019
8th Grade,Once or Twice,Inhalants,2005,Disapproval,84.566223411,2019
8th Grade,Once or Twice,Inhalants,2006,Disapproval,83.387625927,2019
8th Grade,Once or Twice,Inhalants,2007,Disapproval,84.119368355,2019
8th Grade,Once or Twice,Inhalants,2008,Disapproval,82.27402537,2019
8th Grade,Once or Twice,Inhalants,2009,Disapproval,83.105439561,2019
8th Grade,Once or Twice,Inhalants,2010,Disapproval,83.127627617,2019
8th Grade,Once or Twice,Inhalants,2011,Disapproval,82.878031836,2019
8th Grade,Once or Twice,Inhalants,2012,Disapproval,83.130199804,2019
8th Grade,Once or Twice,Inhalants,2013,Disapproval,81.576809104,2019
8th Grade,Once or Twice,Inhalants,2014,Disapproval,80.698333904,2019
8th Grade,Once or Twice,Inhalants,2015,Disapproval,80.638233432,2019
8th Grade,Once or Twice,Inhalants,2016,Disapproval,78.27633727,2019
8th Grade,Once or Twice,Inhalants,2017,Disapproval,77.428322707,2019
8th Grade,Once or Twice,Inhalants,2018,Disapproval,75.011568217,2019
8th Grade,Once or Twice,Inhalants,2019,Disapproval,75.026431145,2019
8th Grade,Once or Twice,Inhalants,2021,Disapproval,63.78729563,2019
8th Grade,Once or Twice,Inhalants,2022,Disapproval,64.802970412,2019
10th Grade,Once or Twice,Inhalants,1991,Disapproval,85.199923119,2019
10th Grade,Once or Twice,Inhalants,1992,Disapproval,85.564601788,2019
10th Grade,Once or Twice,Inhalants,1993,Disapproval,84.828355245,2019
10th Grade,Once or Twice,Inhalants,1994,Disapproval,84.949062504,2019
10th Grade,Once or Twice,Inhalants,1995,Disapproval,84.545531522,2019
10th Grade,Once or Twice,Inhalants,1996,Disapproval,86.021214961,2019
10th Grade,Once or Twice,Inhalants,1997,Disapproval,86.863490889,2019
10th Grade,Once or Twice,Inhalants,1998,Disapproval,85.552460973,2019
10th Grade,Once or Twice,Inhalants,1999,Disapproval,88.374034554,2019
10th Grade,Once or Twice,Inhalants,2000,Disapproval,87.515986039,2019
10th Grade,Once or Twice,Inhalants,2001,Disapproval,87.792852419,2019
10th Grade,Once or Twice,Inhalants,2002,Disapproval,88.55171338,2019
10th Grade,Once or Twice,Inhalants,2003,Disapproval,87.694478915,2019
10th Grade,Once or Twice,Inhalants,2004,Disapproval,88.494395603,2019
10th Grade,Once or Twice,Inhalants,2005,Disapproval,88.112536302,2019
10th Grade,Once or Twice,Inhalants,2006,Disapproval,88.101712815,2019
10th Grade,Once or Twice,Inhalants,2007,Disapproval,87.642966544,2019
10th Grade,Once or Twice,Inhalants,2008,Disapproval,87.108487834,2019
10th Grade,Once or Twice,Inhalants,2009,Disapproval,86.993754361,2019
10th Grade,Once or Twice,Inhalants,2010,Disapproval,86.501898855,2019
10th Grade,Once or Twice,Inhalants,2011,Disapproval,86.863949452,2019
10th Grade,Once or Twice,Inhalants,2012,Disapproval,85.743014617,2019
10th Grade,Once or Twice,Inhalants,2013,Disapproval,86.100696424,2019
10th Grade,Once or Twice,Inhalants,2014,Disapproval,85.909779687,2019
10th Grade,Once or Twice,Inhalants,2015,Disapproval,84.075424895,2019
10th Grade,Once or Twice,Inhalants,2016,Disapproval,83.255083891,2019
10th Grade,Once or Twice,Inhalants,2017,Disapproval,80.65517188,2019
10th Grade,Once or Twice,Inhalants,2018,Disapproval,81.782524352,2019
10th Grade,Once or Twice,Inhalants,2019,Disapproval,81.812792473,2019
10th Grade,Once or Twice,Inhalants,2021,Disapproval,74.535710978,2019
10th Grade,Once or Twice,Inhalants,2022,Disapproval,72.533240599,2019
8th Grade,Regularly,Inhalants,1991,Disapproval,90.587539698,2019
8th Grade,Regularly,Inhalants,1992,Disapproval,89.98830163,2019
8th Grade,Regularly,Inhalants,1993,Disapproval,88.875976083,2019
8th Grade,Regularly,Inhalants,1994,Disapproval,88.129187953,2019
8th Grade,Regularly,Inhalants,1995,Disapproval,88.831982995,2019
8th Grade,Regularly,Inhalants,1996,Disapproval,89.295141055,2019
8th Grade,Regularly,Inhalants,1997,Disapproval,90.331171885,2019
8th Grade,Regularly,Inhalants,1998,Disapproval,89.494818785,2019
8th Grade,Regularly,Inhalants,1999,Disapproval,90.276321423,2019
8th Grade,Regularly,Inhalants,2000,Disapproval,90.152035021,2019
8th Grade,Regularly,Inhalants,2001,Disapproval,90.453900603,2019
8th Grade,Regularly,Inhalants,2002,Disapproval,90.419939715,2019
8th Grade,Regularly,Inhalants,2003,Disapproval,89.747774419,2019
8th Grade,Regularly,Inhalants,2004,Disapproval,90.133961706,2019
8th Grade,Regularly,Inhalants,2005,Disapproval,89.840293837,2019
8th Grade,Regularly,Inhalants,2006,Disapproval,89.018290703,2019
8th Grade,Regularly,Inhalants,2007,Disapproval,89.542595755,2019
8th Grade,Regularly,Inhalants,2008,Disapproval,88.475068153,2019
8th Grade,Regularly,Inhalants,2009,Disapproval,88.417084452,2019
8th Grade,Regularly,Inhalants,2010,Disapproval,88.864577207,2019
8th Grade,Regularly,Inhalants,2011,Disapproval,88.539431082,2019
8th Grade,Regularly,Inhalants,2012,Disapproval,88.630561813,2019
8th Grade,Regularly,Inhalants,2013,Disapproval,86.833635519,2019
8th Grade,Regularly,Inhalants,2014,Disapproval,85.539067649,2019
8th Grade,Regularly,Inhalants,2015,Disapproval,85.427108465,2019
8th Grade,Regularly,Inhalants,2016,Disapproval,83.338195705,2019
8th Grade,Regularly,Inhalants,2017,Disapproval,82.805219452,2019
8th Grade,Regularly,Inhalants,2018,Disapproval,81.335473397,2019
8th Grade,Regularly,Inhalants,2019,Disapproval,81.911648343,2019
8th Grade,Regularly,Inhalants,2021,Disapproval,74.949548672,2019
8th Grade,Regularly,Inhalants,2022,Disapproval,74.984470388,2019
10th Grade,Regularly,Inhalants,1991,Disapproval,90.985995645,2019
10th Grade,Regularly,Inhalants,1992,Disapproval,91.512624873,2019
10th Grade,Regularly,Inhalants,1993,Disapproval,90.949700403,2019
10th Grade,Regularly,Inhalants,1994,Disapproval,91.000397497,2019
10th Grade,Regularly,Inhalants,1995,Disapproval,90.944188853,2019
10th Grade,Regularly,Inhalants,1996,Disapproval,91.688063673,2019
10th Grade,Regularly,Inhalants,1997,Disapproval,91.738814586,2019
10th Grade,Regularly,Inhalants,1998,Disapproval,91.149240559,2019
10th Grade,Regularly,Inhalants,1999,Disapproval,92.391916979,2019
10th Grade,Regularly,Inhalants,2000,Disapproval,91.74887745,2019
10th Grade,Regularly,Inhalants,2001,Disapproval,91.336935626,2019
10th Grade,Regularly,Inhalants,2002,Disapproval,91.81344499,2019
10th Grade,Regularly,Inhalants,2003,Disapproval,90.985328652,2019
10th Grade,Regularly,Inhalants,2004,Disapproval,92.251939538,2019
10th Grade,Regularly,Inhalants,2005,Disapproval,91.931613732,2019
10th Grade,Regularly,Inhalants,2006,Disapproval,92.232751987,2019
10th Grade,Regularly,Inhalants,2007,Disapproval,91.817464455,2019
10th Grade,Regularly,Inhalants,2008,Disapproval,91.553357391,2019
10th Grade,Regularly,Inhalants,2009,Disapproval,91.129248369,2019
10th Grade,Regularly,Inhalants,2010,Disapproval,90.796029826,2019
10th Grade,Regularly,Inhalants,2011,Disapproval,90.872969817,2019
10th Grade,Regularly,Inhalants,2012,Disapproval,90.001129097,2019
10th Grade,Regularly,Inhalants,2013,Disapproval,89.705046714,2019
10th Grade,Regularly,Inhalants,2014,Disapproval,89.65939053,2019
10th Grade,Regularly,Inhalants,2015,Disapproval,88.322232316,2019
10th Grade,Regularly,Inhalants,2016,Disapproval,87.121020739,2019
10th Grade,Regularly,Inhalants,2017,Disapproval,85.356588479,2019
10th Grade,Regularly,Inhalants,2018,Disapproval,86.860404439,2019
10th Grade,Regularly,Inhalants,2019,Disapproval,86.603025363,2019
10th Grade,Regularly,Inhalants,2021,Disapproval,83.365420715,2019
10th Grade,Regularly,Inhalants,2022,Disapproval,80.586919436,2019
8th Grade,Occasionally,JUUL,2019,Disapproval,61.131989954,2019
8th Grade,Occasionally,JUUL,2021,Disapproval,68.174592854,2019
10th Grade,Occasionally,JUUL,2019,Disapproval,59.07110576,2019
10th Grade,Occasionally,JUUL,2021,Disapproval,71.370856407,2019
12th Grade,Occasionally,JUUL,2019,Disapproval,58.231133083,2019
12th Grade,Occasionally,JUUL,2020,Disapproval,64.220953953,2019
12th Grade,Occasionally,JUUL,2021,Disapproval,59.606798494,2019
8th Grade,Regularly,JUUL,2019,Disapproval,69.889918221,2019
8th Grade,Regularly,JUUL,2021,Disapproval,75.171350678,2019
10th Grade,Regularly,JUUL,2019,Disapproval,70.246286336,2019
10th Grade,Regularly,JUUL,2021,Disapproval,79.212382678,2019
12th Grade,Regularly,JUUL,2019,Disapproval,69.098592533,2019
12th Grade,Regularly,JUUL,2020,Disapproval,74.382850294,2019
12th Grade,Regularly,JUUL,2021,Disapproval,71.699708448,2019
8th Grade,Once or Twice,LSD,1993,Disapproval,77.144851143,2019
8th Grade,Once or Twice,LSD,1994,Disapproval,75.175950309,2019
8th Grade,Once or Twice,LSD,1995,Disapproval,71.62391734,2019
8th Grade,Once or Twice,LSD,1996,Disapproval,70.890289699,2019
8th Grade,Once or Twice,LSD,1997,Disapproval,72.141199012,2019
8th Grade,Once or Twice,LSD,1998,Disapproval,69.145317848,2019
8th Grade,Once or Twice,LSD,1999,Disapproval,69.444139325,2019
8th Grade,Once or Twice,LSD,2000,Disapproval,66.665093338,2019
8th Grade,Once or Twice,LSD,2001,Disapproval,64.578752908,2019
8th Grade,Once or Twice,LSD,2002,Disapproval,62.611214012,2019
8th Grade,Once or Twice,LSD,2003,Disapproval,61.000211176,2019
8th Grade,Once or Twice,LSD,2004,Disapproval,58.137682613,2019
8th Grade,Once or Twice,LSD,2005,Disapproval,58.526518126,2019
8th Grade,Once or Twice,LSD,2006,Disapproval,53.902825541,2019
8th Grade,Once or Twice,LSD,2007,Disapproval,53.489110815,2019
8th Grade,Once or Twice,LSD,2008,Disapproval,52.635965467,2019
8th Grade,Once or Twice,LSD,2009,Disapproval,53.235274567,2019
8th Grade,Once or Twice,LSD,2010,Disapproval,53.685983145,2019
8th Grade,Once or Twice,LSD,2011,Disapproval,55.396508754,2019
8th Grade,Once or Twice,LSD,2012,Disapproval,51.821788474,2019
8th Grade,Once or Twice,LSD,2013,Disapproval,51.972443984,2019
8th Grade,Once or Twice,LSD,2014,Disapproval,52.810353919,2019
8th Grade,Once or Twice,LSD,2015,Disapproval,55.997434171,2019
8th Grade,Once or Twice,LSD,2016,Disapproval,55.239042762,2019
8th Grade,Once or Twice,LSD,2017,Disapproval,56.059643718,2019
8th Grade,Once or Twice,LSD,2018,Disapproval,55.926706112,2019
8th Grade,Once or Twice,LSD,2019,Disapproval,56.713142362,2019
8th Grade,Once or Twice,LSD,2021,Disapproval,52.605663962,2019
8th Grade,Once or Twice,LSD,2022,Disapproval,51.732387311,2019
10th Grade,Once or Twice,LSD,1993,Disapproval,82.143412744,2019
10th Grade,Once or Twice,LSD,1994,Disapproval,79.263058659,2019
10th Grade,Once or Twice,LSD,1995,Disapproval,77.94646898,2019
10th Grade,Once or Twice,LSD,1996,Disapproval,76.836908832,2019
10th Grade,Once or Twice,LSD,1997,Disapproval,76.593200493,2019
10th Grade,Once or Twice,LSD,1998,Disapproval,76.74481456,2019
10th Grade,Once or Twice,LSD,1999,Disapproval,77.812730445,2019
10th Grade,Once or Twice,LSD,2000,Disapproval,77.003352681,2019
10th Grade,Once or Twice,LSD,2001,Disapproval,75.369205291,2019
10th Grade,Once or Twice,LSD,2002,Disapproval,74.552397424,2019
10th Grade,Once or Twice,LSD,2003,Disapproval,74.379549035,2019
10th Grade,Once or Twice,LSD,2004,Disapproval,72.387467716,2019
10th Grade,Once or Twice,LSD,2005,Disapproval,71.806390295,2019
10th Grade,Once or Twice,LSD,2006,Disapproval,71.216156262,2019
10th Grade,Once or Twice,LSD,2007,Disapproval,67.685393558,2019
10th Grade,Once or Twice,LSD,2008,Disapproval,66.265078344,2019
10th Grade,Once or Twice,LSD,2009,Disapproval,67.803825307,2019
10th Grade,Once or Twice,LSD,2010,Disapproval,68.197066143,2019
10th Grade,Once or Twice,LSD,2011,Disapproval,68.511145062,2019
10th Grade,Once or Twice,LSD,2012,Disapproval,68.267902908,2019
10th Grade,Once or Twice,LSD,2013,Disapproval,69.063208702,2019
10th Grade,Once or Twice,LSD,2014,Disapproval,67.766445036,2019
10th Grade,Once or Twice,LSD,2015,Disapproval,70.251461077,2019
10th Grade,Once or Twice,LSD,2016,Disapproval,69.526916715,2019
10th Grade,Once or Twice,LSD,2017,Disapproval,66.87612666,2019
10th Grade,Once or Twice,LSD,2018,Disapproval,70.493168004,2019
10th Grade,Once or Twice,LSD,2019,Disapproval,69.213831148,2019
10th Grade,Once or Twice,LSD,2021,Disapproval,63.305182332,2019
10th Grade,Once or Twice,LSD,2022,Disapproval,63.842315849,2019
12th Grade,Once or Twice,LSD,1976,Disapproval,84.600826311,2019
12th Grade,Once or Twice,LSD,1977,Disapproval,83.878873476,2019
12th Grade,Once or Twice,LSD,1978,Disapproval,85.454671925,2019
12th Grade,Once or Twice,LSD,1979,Disapproval,86.605682292,2019
12th Grade,Once or Twice,LSD,1980,Disapproval,87.318873867,2019
12th Grade,Once or Twice,LSD,1981,Disapproval,86.392108908,2019
12th Grade,Once or Twice,LSD,1982,Disapproval,88.799765282,2019
12th Grade,Once or Twice,LSD,1983,Disapproval,89.064879008,2019
12th Grade,Once or Twice,LSD,1984,Disapproval,88.85211109,2019
12th Grade,Once or Twice,LSD,1985,Disapproval,89.501753378,2019
12th Grade,Once or Twice,LSD,1986,Disapproval,89.168388781,2019
12th Grade,Once or Twice,LSD,1987,Disapproval,91.612793538,2019
12th Grade,Once or Twice,LSD,1988,Disapproval,89.783829299,2019
12th Grade,Once or Twice,LSD,1989,Disapproval,89.682241981,2019
12th Grade,Once or Twice,LSD,1990,Disapproval,89.804584882,2019
12th Grade,Once or Twice,LSD,1991,Disapproval,90.055804503,2019
12th Grade,Once or Twice,LSD,1992,Disapproval,88.143056553,2019
12th Grade,Once or Twice,LSD,1993,Disapproval,85.939270792,2019
12th Grade,Once or Twice,LSD,1994,Disapproval,82.499735694,2019
12th Grade,Once or Twice,LSD,1995,Disapproval,81.086614524,2019
12th Grade,Once or Twice,LSD,1996,Disapproval,79.571369341,2019
12th Grade,Once or Twice,LSD,1997,Disapproval,80.45726831,2019
12th Grade,Once or Twice,LSD,1998,Disapproval,82.105467686,2019
12th Grade,Once or Twice,LSD,1999,Disapproval,82.973522967,2019
12th Grade,Once or Twice,LSD,2000,Disapproval,82.432763468,2019
12th Grade,Once or Twice,LSD,2001,Disapproval,81.79545563,2019
12th Grade,Once or Twice,LSD,2002,Disapproval,84.584167938,2019
12th Grade,Once or Twice,LSD,2003,Disapproval,85.470108685,2019
12th Grade,Once or Twice,LSD,2004,Disapproval,87.910626924,2019
12th Grade,Once or Twice,LSD,2005,Disapproval,87.882404338,2019
12th Grade,Once or Twice,LSD,2006,Disapproval,88.007860582,2019
12th Grade,Once or Twice,LSD,2007,Disapproval,87.837183745,2019
12th Grade,Once or Twice,LSD,2008,Disapproval,85.457861314,2019
12th Grade,Once or Twice,LSD,2009,Disapproval,88.232696124,2019
12th Grade,Once or Twice,LSD,2010,Disapproval,86.472677081,2019
